,target,source,number_people,weight
1724,Bodan,Bodan village ,28,1.0
1725,Bogay,Banow,5,0.078125
1726,Bogay,Berdale ,3,0.013953488372093023
1727,Bogay,Goof Gaduud,5,0.08928571428571429
1728,Bogay,Kurmaan,6,0.009787928221859706
1729,Bogay,Marmarka,9,1.0
1730,Bogay,Misgaale,6,0.6
1731,Bohol Galanjo,Biyooley,2,0.00975609756097561
1732,Bohol Galanjo,Biyooley ,6,0.23076923076923078
1733,Bohol Galanjo,Buulo Baraka,4,0.18181818181818182
1734,Bohol Galanjo,Dalandoole ,4,0.14285714285714285
1735,Bohol Galanjo,Deynuuney ,4,0.13793103448275862
1736,Bohol Galanjo,Hubti,27,0.9
1737,Bohol Galanjo,Kulan jareer,5,0.29411764705882354
1738,Bohol Galanjo,Ufurow,2,0.0010775862068965517
1739,Bohul,Maalmad,2,0.4
1740,Bohul,Tugeerhoos,4,0.03076923076923077
1741,Bondhere,Qoryoley,10,0.43478260869565216
1742,Booli Moog,Sabiib,17,0.010303030303030303
1743,Boor Boor,Boor Boor,22,1.0
1744,Boor Boor,Boor Boor ,3,1.0
1745,Boor Boor,Boor boor,29,1.0
1746,Boor Boor,Qansahdere ,7,0.10294117647058823
1747,Boorame,Owdegle,12,1.0
1748,Boqolsoon,Janaale,31,0.02207977207977208
1749,Boraar,Qoryooley,10,0.032362459546925564
1750,Boraar,Sabiib iyo caanole,20,0.6666666666666666
1751,Borame2,Deynuunay,17,0.29310344827586204
1752,Bornagati,Saideerow,18,1.0
1753,Bortuqow,Alkawthar,8,0.032520325203252036
1754,Bortuqow,Barwaaqo,7,0.059322033898305086
1755,Bosare,Awdheegle,30,0.008321775312066574
1756,Boxo,Baderjadid,13,1.0
1757,Boxo,Nasiriya,18,0.3157894736842105
1758,Bubal,Bariire,30,0.049019607843137254
1759,Budbud,October,23,0.04220183486238532
1760,Budbud,October ,4,0.5714285714285714
1761,Budul,Ethiopia,5,0.0014277555682467161
1762,Buhoodle,Sabiib,17,0.010303030303030303
1763,Bukuraale,Awdheegle,30,0.008321775312066574
1764,Bula Cesan,Babaylow,36,0.5142857142857142
1765,Bula Cesan,Bakal,33,0.28695652173913044
1766,Bula Cesan,Buslay,32,0.08376963350785341
1767,Bula Cesan,Kaabooy village,42,1.0
1768,Bula Cesan,Koray,15,0.45454545454545453
1769,Bula Cesan,Kurbaan,41,0.10621761658031088
1770,Bula Cesan,Liimoole,32,0.11510791366906475
1771,Bula Cesan,Misir,26,0.04133545310015898
1772,Bula Cesan,Qasaalay,64,1.0
1773,Bula Cesan,Shabe,56,1.0
1774,Bula Cesan,Warsaamale,36,0.17142857142857143
1775,Bula Cesan,Xabiibyaale,25,0.16025641025641027
1776,Bula Cesan,caanoole,91,0.24010554089709762
1777,Bula Cesan,kormari,27,0.34615384615384615
1778,Bula Cesan,warsaamale,16,0.06015037593984962
1779,Bula Esan IDP Centre,Bidi,22,0.09016393442622951
1780,Bula Esan IDP Centre,Cadayli,24,0.05128205128205128
1781,Bula Esan IDP Centre,Kurbaan,74,0.19170984455958548
1782,Bula Esan IDP Centre,Raaxoole,48,0.05309734513274336
1783,Bula Esan IDP Centre,Shanta muddul,30,1.0
1784,Bula Esan IDP Centre,Tuwaake,77,0.7129629629629629
1785,Bula Esan IDP Centre,Xanyaalay,18,0.1836734693877551
1786,Bula Esan IDP Centre,Yaasiin laawe,54,0.08823529411764706
1787,Bula Esan IDP Centre,cadayli,42,0.4158415841584158
1788,Bula Esan IDP Centre,farbitow,48,0.19591836734693877
1789,Bula Esan IDP Centre,kurbaan,14,0.06965174129353234
1790,Bula Esan IDP Centre,shanqalow,83,0.2601880877742947
1791,Bula Esan IDP Centre,warsaamale,25,0.09398496240601503
1792,Bula Fur,Bulo fur,22,1.0
1793,Bula Gaduud,Buula idaraan ,5,1.0
1794,Bula Gaduud,Buula xaawa,4,1.0
1795,Bula Gaduud,Dhajiile ,3,0.17647058823529413
1796,Bula Gaduud,Harqaan,6,0.17142857142857143
1797,Bula Gaduud,Koorar ,9,0.6
1798,Bula Gaduud,Makiina ,4,0.3076923076923077
1799,Bula Gaduud,Qanyarey ,4,0.4
1800,Bula Garas,Barbaarey,3,1.0
1801,Bula Garas,Buuli Garas,6,1.0
1802,Bula Garas,Buulo Garas,7,0.14893617021276595
1803,Bula Garas,Buulo garas,4,0.5714285714285714
1804,Bula Garas,Buur Eyli,3,0.03333333333333333
1805,Bula Garas,Dharqo,4,1.0
1806,Bula Garas,Idaale,9,0.21428571428571427
1807,Bula Garas,Kurmaan,6,0.009787928221859706
1808,Bula Garas,Tugaar Hoos,12,0.631578947368421
1809,Bula Garas,Ufurow,5,0.0026939655172413795
1810,Bula Garey,Aden yabaal,12,0.4444444444444444
1811,Bula Gedi,Abaq taag,23,1.0
1812,Bula Gedi,Bidi,61,0.25
1813,Bula Gedi,Caanoole,34,0.04415584415584416
1814,Bula Gedi,Cara cas,13,1.0
1815,Bula Gedi,Faafaxdhuun,36,0.5538461538461539
1816,Bula Gedi,Halgaanto,38,1.0
1817,Bula Gedi,Kurbaan,29,0.07512953367875648
1818,Bula Gedi,Shanqalow,25,0.099601593625498
1819,Bula Gedi,Xamari,29,0.12033195020746888
1820,Bula Gedi,Yaasiin laawe,50,0.08169934640522876
1821,Bula Gedi,baciidlay,37,0.18974358974358974
1822,Bula Gedi,ban mindil,17,1.0
1823,Bula Gedi,farbitow,20,0.08163265306122448
1824,Bula Gedi,idaad gari,30,0.24193548387096775
1825,Bula Gedi,juungal,51,1.0
1826,Bula Gedi,kormari,26,0.3333333333333333
1827,Bula Gedi,wahelow,32,0.1641025641025641
1828,Bula Iftin,Barwaqo,10,0.2857142857142857
1829,Bula Jadid,Malable,20,0.08658008658008658
1830,Bula Jadid,Tabeelaha,18,1.0
1831,Bula Jemale,Farhane,20,0.3389830508474576
1832,Bula Kulan,Furuqleey,27,1.0
1833,Bula Kulow,Buslay,36,0.09424083769633508
1834,Bula Kulow,Buula baalay,46,0.4423076923076923
1835,Bula Kulow,Carra cas,14,1.0
1836,Bula Kulow,Kormari,24,0.3076923076923077
1837,Bula Kulow,Kurbaan,29,0.07512953367875648
1838,Bula Kulow,Liimoole ,17,1.0
1839,Bula Kulow,Manamuufo,19,1.0
1840,Bula Kulow,Qansaxlay,18,0.3673469387755102
1841,Bula Kulow,Qotiileey,36,1.0
1842,Bula Kulow,Warsaamale ,39,1.0
1843,Bula Kulow,dhagaajo,27,0.421875
1844,Bula Kulow,farbitow,41,0.1673469387755102
1845,Bula Kulow,kurbaan,95,0.472636815920398
1846,Bula Kulow,liimoole,34,0.12734082397003746
1847,Bula Kulow,safar noolaay,42,0.17872340425531916
1848,Bula Kulow,shanqalow,27,0.08463949843260188
1849,Bula Sheikh,Bila sheikh,20,1.0
1850,Bula Sokor,Buur dhuxunli,6,0.16216216216216217
1851,Bula Sokor,Ufurow,3,0.0016163793103448276
1852,Bulaciir,Donburale,31,0.4626865671641791
1853,Bulacle,Awdheegle,14,0.003883495145631068
1854,Bulacle,Gedo Barkan,30,1.0
1855,Bulacle 2,Janbaluul,22,0.29333333333333333
1856,Bulatakoy,Galoley,30,1.0
1857,Bulawaray,Bula waray,32,1.0
1858,Buli Fuur Ooflow,Ooflow,15,0.25
1859,Bulla Reydab,Awdinle ,3,0.0051813471502590676
1860,Bulla Reydab,Barbaare,3,0.00980392156862745
1861,Bulla Reydab,Buula Reydab,3,1.0
1862,Bulla Reydab,Gurbaan,7,0.010432190760059613
1863,Bulla Reydab,Kurmaan,5,0.008156606851549755
1864,Bulla Reydab,Misir,6,0.009538950715421303
1865,Bulla Reydab,Tugaar hoos,4,0.09090909090909091
1866,Bulla Reydab,Ufurow,13,0.007004310344827586
1867,Bullo Gumar,Ceelwaaq,31,0.06224899598393574
1868,Bullo Gumar,Raaxoole,60,0.06637168141592921
1869,Bullo Gumar,Saakow,36,0.047244094488188976
1870,Bullo Gumar,Tubaaka,137,0.4691780821917808
1871,Bulo Addoy,Bulo addoy,16,1.0
1872,Bulo Addoy,Bulo addoy ,36,1.0
1873,Bulo Bisharo,Caanoole,36,0.046753246753246755
1874,Bulo Dacaar,Janale,45,0.058823529411764705
1875,Bulo Dacaar,Shalambood,31,0.3522727272727273
1876,Bulo Fur,Sharti ,80,1.0
1877,Bulo Gurun,Gelgel,14,0.1037037037037037
1878,Bulo Gurun,Iskirii,4,0.26666666666666666
1879,Bulo Gurun,Toosilow ,5,1.0
1880,Bulo Jiiq,Mubaarak,12,0.34285714285714286
1881,Bulo Nurgab,Nuurgab,6,1.0
1882,Bulo Omaan,Buulo Fuur,8,0.5333333333333333
1883,Bulo Omaan,Buulo Oman,13,0.325
1884,Bulo Omaan,Casho Guure,4,1.0
1885,Bulo Omaan,Dherawsanle,8,1.0
1886,Bulo Omaan,Gesiile,6,0.10714285714285714
1887,Bulo Omaan,Iidey,13,0.18309859154929578
1888,Bulo Omaan,Malabley,13,0.5416666666666666
1889,Bulo Omaan,Qardha,9,0.47368421052631576
1890,Bulo Omaan,Raaxole,14,0.1346153846153846
1891,Bulo Omaan,Weel garas,18,0.36
1892,Bulo Omaan,Weel-garas,22,1.0
1893,Bulo Omaan,Yaq Baraawe,5,0.16129032258064516
1894,Bulo Qurac,Maya farax,22,1.0
1895,Bulo Raxma,Bulo Raxma ,11,1.0
1896,Bulo Raxma,Bulo raxma,17,1.0
1897,Bulo Raxma,Bulo raxma ,20,1.0
1898,Bulo Raxma,Buulo Raxma ,13,1.0
1899,Bulo Sheq,Diinsoor,3,0.0035294117647058825
1900,Bulo Sheq,Qurban,12,0.1348314606741573
1901,Bulo Sheq,Saakow ,16,0.25396825396825395
1902,Bulo Sheq,Salagle,5,0.1111111111111111
1903,Bulo Sheq,Salagle ,6,0.6
1904,Bulo bartire,Mayonde ,5,0.07692307692307693
1905,Bulo bartire,Nyeri ,14,0.3783783783783784
1906,Bulo bartire,Xagar,4,0.06153846153846154
1907,Bulo bartire IDP,Mayonde ,6,0.09230769230769231
1908,Bulo bartire IDP,Nyeri,8,1.0
1909,Bulo bartire IDP,Turde ,13,0.3333333333333333
1910,Bulo kaxarey,Candi caaseey ,10,1.0
1911,Bulo kaxarey,Gulaalimeey,7,1.0
1912,Bulo kaxarey,Jiciboow,10,0.18181818181818182
1913,Bulogadud,Buulo batuulo,12,1.0
1914,Bulosarmaan,Hawadley,28,1.0
1915,Bulosidow,Donburaale,21,1.0
1916,Bulsho,Baadikeen,5,1.0
1917,Bulsho,Bula xaji,1,0.05555555555555555
1918,Bulsho,Dhariiqa,4,0.17391304347826086
1919,Bulsho,Ethiopia,29,0.008280982295830954
1920,Bulsho,Harbole ,2,0.06060606060606061
1921,Bulsho,Masagirow ,1,0.02631578947368421
1922,Bulsho,Mashaqo,1,0.1
1923,Bulsho,Mashaqo ,9,0.1836734693877551
1924,Bulsho,Sakow,12,0.06857142857142857
1925,Bulsho,buq aqable,7,0.2413793103448276
1926,Bulsho,caag sibiri,13,0.28888888888888886
1927,Bulsho,ceel cade,15,0.4166666666666667
1928,Bulsho,ceel cali,10,0.3125
1929,Bulsho,ceel idaad,8,0.21052631578947367
1930,Bulsho,gambar laawe,3,0.1875
1931,Bulsho,luuq jeeloow,7,0.7
1932,Bulsho,luuq jeloow,3,0.23076923076923078
1933,Bulsho,maroodile,10,0.7692307692307693
1934,Bulsho,tiyeeg loow,20,1.0
1935,Bulsho Uroon,Sabiib iyo caanoole,26,0.09090909090909091
1936,Bulsho Weyne,Jalalaqsi,15,0.20270270270270271
1937,Bun Begay,Barwaaqo,6,0.05084745762711865
1938,Bunay,Buula fulay,3,0.07317073170731707
1939,Bunay,Diinsoor ,9,0.015570934256055362
1940,Bunay,Misir ,5,0.23809523809523808
1941,Bunay,Qurban ,5,0.29411764705882354
1942,Bunbashar,Walimoy,8,0.1951219512195122
1943,Bundiid,Cel bashir,10,1.0
1944,Bundiid,Masri,24,1.0
1945,Bundogadud,Baidoa,6,0.026200873362445413
1946,Bundogadud,Baidoa ,10,0.07142857142857142
1947,Bundogadud,Bakol,6,0.2857142857142857
1948,Bundogadud,Bidoa town,15,1.0
1949,Bundogadud,Dasar ,12,1.0
1950,Bundogadud,Ethiopia,16,0.004568817818389492
1951,Bundogadud,Gabame,9,1.0
1952,Bundogadud,Hanooy,10,0.6666666666666666
1953,Bundogadud,Kamorow,5,0.05
1954,Bundogadud,Kurtun,8,0.046242774566473986
1955,Bundogadud,Lahelow ,5,0.043478260869565216
1956,Bundogadud,Qurday,5,0.14285714285714285
1957,Bundogadud,Sanjif,6,0.125
1958,Burdaar 2,Alkawthar,8,0.032520325203252036
1959,Burdacar,Aadan yabaal,5,0.023474178403755867
1960,Burdacar,Buur,4,0.05714285714285714
1961,Burdacar,Jalalaqsi,6,0.08108108108108109
1962,Burdacar,Jowhar,8,0.04597701149425287
1963,Burdacar,Jowhar ,15,0.2112676056338028
1964,Burdacar,Kurtunwaarey,16,0.16161616161616163
1965,Burdacar,Sablaale,2,0.013422818791946308
1966,Burdacar,Wanleweyn,5,0.25
1967,Burdher,Bariire,37,0.06045751633986928
1968,Burdher,Zibib iyo Canole,35,0.25925925925925924
1969,Burfule,Bariire,17,0.027777777777777776
1970,Burfule,Buulo shiekh,25,0.08333333333333333
1971,Burkulan,Balbaley,41,0.18981481481481483
1972,Burkuus,Abaq dheer,5,1.0
1973,Burkuus,Baidoa ,3,0.02142857142857143
1974,Burkuus,Buulo gomar,4,0.36363636363636365
1975,Burkuus,Buur eyle ,4,0.0425531914893617
1976,Burkuus,Luuq,4,0.007619047619047619
1977,Burkuus,Shabelow,3,0.047619047619047616
1978,Burkuus,Shabelow ,6,0.03225806451612903
1979,Burkuus,Shiimo,3,0.10344827586206896
1980,Burkuus,Weedow,8,1.0
1981,Buro Garas,Esow ,7,0.07954545454545454
1982,Buro Garas,Tufka ,6,0.06315789473684211
1983,Burqa,Buulo Ismail,6,0.6
1984,Burqa,Hagarka,3,0.057692307692307696
1985,Bursaliid,Sabiib,29,0.017575757575757574
1986,Bursijis,Jameeco,10,0.0390625
1987,Burti Muun,Deg Garas,4,1.0
1988,Burti Muun,Deg Suuf,24,0.4
1989,Burti Muun,Deg garas,10,0.7142857142857143
1990,Burti Muun,Deg-garas,5,0.5555555555555556
1991,Burti Muun,Dublay,20,0.3125
1992,Burti Muun,Eele-suran,6,0.5
1993,Burti Muun,Ethiopia,10,0.0028555111364934323
1994,Burti Muun,Halaayow,6,0.09090909090909091
1995,Burti Muun,Haryaaqa,4,0.5
1996,Burti Muun,Kaysanay,7,1.0
1997,Burti Muun,Malablay,3,0.07142857142857142
1998,Burti Muun,Weel doore,6,0.6
1999,Buruqle,Bardale,7,0.056
2000,Buruqle,Buruqle ,4,1.0
2001,Buruqle,Ideeda ,7,0.6363636363636364
2002,Burweyn,October,18,0.03302752293577982
2003,Bushra,Gorgaal,30,1.0
2004,Bushro,Barire,34,0.08740359897172237
2005,Buslay,Busley,26,0.17333333333333334
2006,Buslay,Gelgel,4,0.02962962962962963
2007,Buslay,Tooswiine,7,0.4666666666666667
2008,Busleey,Aborey,15,0.1388888888888889
2009,Busleey,Awdheegle,52,0.014424410540915394
2010,Busleey,Jambalul,35,0.1417004048582996
2011,Busleey,Maduulow,18,0.2571428571428571
2012,Busleey,Sagarole,26,1.0
2013,Busley,Banreere,8,0.22857142857142856
2014,Busley,Busley,115,0.7666666666666667
2015,Busley,Busley village,72,0.6371681415929203
2016,Busley,Buush madiina,16,1.0
2017,Busley,Fulaayle ,16,0.6956521739130435
2018,Busley,Gaduudo dhunti,4,0.2857142857142857
2019,Busley,Kurtun ,5,0.056818181818181816
2020,Busley,Lahaley ,2,1.0
2021,Busley,Low foorar,8,1.0
2022,Busley,Qansahdere weyne,12,1.0
2023,Busley,Qarib,5,1.0
2024,Busley,Tiifow yarey,4,1.0
2025,Busley,Tiirka,9,0.08737864077669903
2026,Busta,Barbaare,8,0.026143790849673203
2027,Busta,Buula barako,4,0.06557377049180328
2028,Busta,Daynuunay ,3,0.013100436681222707
2029,Busta,Khansaxdheere ,4,0.03508771929824561
2030,Bute,Barire,25,0.06426735218508997
2031,Buufow,War maxan,19,0.2878787878787879
2032,Buula Adam,Adan Yabaal ,10,0.1111111111111111
2033,Buula Adan,Anole,27,0.40298507462686567
2034,Buula Berde,Barbaare,30,0.09803921568627451
2035,Buula Busley,Biyooley,3,0.014634146341463415
2036,Buula Busley,Buula barako,10,0.16393442622950818
2037,Buula Busley,Buula busley ,4,1.0
2038,Buula Busley,Diinsoor ,6,0.010380622837370242
2039,Buula Busley,Gurbaan ,3,0.06666666666666667
2040,Buula Busley,Khansaxdheere ,9,0.07894736842105263
2041,Buula Busley,Raama cadey,12,0.6
2042,Buula Busley,Rabdhuure ,7,0.09210526315789473
2043,Buula Ees,Abagbeeday,3,0.025
2044,Buula Fulay,Abagbeeday,6,0.05
2045,Buula Fulay,Ceel qaras,5,0.125
2046,Buula Fulay,Diinsoor ,35,0.06055363321799308
2047,Buula Fulay,Mokubow,6,0.4
2048,Buula Fulay,Qansaxdheere ,5,0.1388888888888889
2049,Buula Fulay,Xudur,19,0.0794979079497908
2050,Buula Fulay,Xudur ,10,0.10204081632653061
2051,Buula Issack,Baardhere,3,0.09090909090909091
2052,Buula Issack,Biyooley,3,0.014634146341463415
2053,Buula Issack,Buur eyle,3,0.022222222222222223
2054,Buula Issack,Buurdhuhule,5,0.03816793893129771
2055,Buula Issack,Dhaysigubadey,29,1.0
2056,Buula Issack,Garsaaley,6,0.022388059701492536
2057,Buula Issack,Saakow,9,0.011811023622047244
2058,Buula Issack,Ufurow,7,0.003771551724137931
2059,Buula Muktar,Awdheegle,33,0.009153952843273232
2060,Buula Nuuri-1,Wariishi,5,0.19230769230769232
2061,Buula Qalif,Makuy dheere ,27,1.0
2062,Buula Ukur,Jambalul,5,0.020242914979757085
2063,Buulasiidow,Mahade,15,1.0
2064,Buulcadey,Baanow,6,0.05172413793103448
2065,Buulcadey,Tugaar hoos,12,0.2727272727272727
2066,Buule Adow,Buule Sarmaan,4,1.0
2067,Buule Adow,Gelgel,15,0.1111111111111111
2068,Buule Adow,Toosibarakire,4,1.0
2069,Buule Fuur,Sigli ,5,1.0
2070,Buuli Dooy,Ceel Boon,5,1.0
2071,Buuli bishaar,Bardale ,2,0.022727272727272728
2072,Buuli bishaar,Dhajiile,4,0.3333333333333333
2073,Buuli bishaar,War umurow,5,0.29411764705882354
2074,Buulo 1,Booscaduur,10,0.06711409395973154
2075,Buulo 1,Ethiopia,139,0.03969160479725871
2076,Buulo 2,Booscaduur,12,0.08053691275167785
2077,Buulo Abag,Bulo Abag,54,1.0
2078,Buulo Abag,Bulo Abag ,24,1.0
2079,Buulo Abag,Bulo abag,19,0.6785714285714286
2080,Buulo Abag,Bunbeegay,8,1.0
2081,Buulo Abag,Buulo Abag,10,1.0
2082,Buulo Abag,Buulo abag,71,0.9102564102564102
2083,Buulo Abag,Buulo abag ,21,1.0
2084,Buulo Abag,Door reeb,7,1.0
2085,Buulo Abag,Maanyaw,8,0.06666666666666667
2086,Buulo Abag,Sarta,15,0.4411764705882353
2087,Buulo Abag,Weegal jarool,7,1.0
2088,Buulo Agoon,Bacaadweyn,6,0.09090909090909091
2089,Buulo Agoon,Balibusle,12,0.1
2090,Buulo Agoon,Cagaaran,18,0.17647058823529413
2091,Buulo Agoon,Farjano,12,1.0
2092,Buulo Agoon,Garsoor,12,0.05405405405405406
2093,Buulo Agoon,Hormar,6,1.0
2094,Buulo Agoon,Horumar,12,1.0
2095,Buulo Agoon,Israc,36,0.15384615384615385
2096,Buulo Agoon,Qoryooley,18,0.05825242718446602
2097,Buulo Agoon,Xerojaale,6,1.0
2098,Buulo Bacleey,Bacaadweyn,18,0.2727272727272727
2099,Buulo Bacleey,Balibusle,12,0.1
2100,Buulo Bacleey,Faratooyo,12,1.0
2101,Buulo Bacleey,Gacnafale,6,0.2
2102,Buulo Bacleey,Israc,36,0.15384615384615385
2103,Buulo Bacleey,Jariiban,6,0.6
2104,Buulo Bacleey,Xerojalle,6,0.3333333333333333
2105,Buulo Barake,Buurey Manas,4,0.5
2106,Buulo Barake,Goof gaduud ,5,0.14705882352941177
2107,Buulo Bari,Aboorey,117,0.1640953716690042
2108,Buulo Bari,Aborey,52,0.48148148148148145
2109,Buulo Bari,Caag,6,0.5
2110,Buulo Bari,Habiino and Guniribad,30,1.0
2111,Buulo Bari,Jicibow,50,0.8928571428571429
2112,Buulo Bari,Kala yareey,17,1.0
2113,Buulo Bari,Xabeeble,35,0.3017241379310345
2114,Buulo Bidaar,Balibusle,18,0.15
2115,Buulo Bidaar,Garsoor,30,0.13513513513513514
2116,Buulo Bidaar,Towfiiq,18,0.225
2117,Buulo Biyooley,Baanow,3,0.02586206896551724
2118,Buulo Biyooley,Buur eyle ,6,0.06382978723404255
2119,Buulo Biyooley,Daynuunay ,7,0.03056768558951965
2120,Buulo Biyooley,Lama wareed,7,1.0
2121,Buulo Biyooley,Qasaxdheere ,6,0.08450704225352113
2122,Buulo Biyooley,Shabelow ,4,0.021505376344086023
2123,Buulo Biyooley,Tuweerhoos,4,0.18181818181818182
2124,Buulo Bocorow,Barire,30,0.07712082262210797
2125,Buulo Buraale,Canoole,10,0.04291845493562232
2126,Buulo Ciir,Abaalbarbari,6,0.07228915662650602
2127,Buulo Ciir,Deynuuny,2,0.028985507246376812
2128,Buulo Ciir,Eeyle,3,1.0
2129,Buulo Ciir,Goofgaduud,4,0.06153846153846154
2130,Buulo Ciir,Hafata,5,0.0684931506849315
2131,Buulo Ciir,Qasaxdheere ,5,0.07042253521126761
2132,Buulo Ciir,Tawakal Gurbaan,3,0.42857142857142855
2133,Buulo Ciir,Ufurow,14,0.007543103448275862
2134,Buulo Dacar,Aaqaboy,8,0.24242424242424243
2135,Buulo Dacar,Marmalka ,5,1.0
2136,Buulo Dhaaya,Buulo dhaaya,20,1.0
2137,Buulo Dhaaya,Buulo dhaaya ,30,1.0
2138,Buulo Dhato,Buulo Dhato,4,1.0
2139,Buulo Dhato,Buulo Dhato ,5,1.0
2140,Buulo Dooday,Banbaare,13,1.0
2141,Buulo Dooday,Benreere ,6,1.0
2142,Buulo Duuf,Diinsoor ,4,0.006920415224913495
2143,Buulo Duuf,Duurey,6,0.07407407407407407
2144,Buulo Duuf,Gurbaan,10,0.014903129657228018
2145,Buulo Duuf,Gurbaan ,6,0.13333333333333333
2146,Buulo Duuf,Qasaxdheere ,5,0.07042253521126761
2147,Buulo Duuf,Sagaarow,6,1.0
2148,Buulo Fuur,Dhooy ,61,0.953125
2149,Buulo Fuur,Dooy ,20,0.6451612903225806
2150,Buulo Fuur,Kurbon ,17,1.0
2151,Buulo Gaduud,Buulo Mareer,4,0.17391304347826086
2152,Buulo Gaduud,Huubay ,120,0.967741935483871
2153,Buulo Galool (Showa),Doolow,3,0.012
2154,Buulo Galool (Showa),Doolow ,6,0.11320754716981132
2155,Buulo Galool (Showa),Gurbaan,12,0.01788375558867362
2156,Buulo Garabay,Baidoa ,30,0.21428571428571427
2157,Buulo Garabay,Buulo Garabay ,51,1.0
2158,Buulo Garabay,Buulo garabay,56,1.0
2159,Buulo Garabay,Tugaar hoosle ,11,1.0
2160,Buulo Garar,Asharow,5,0.23809523809523808
2161,Buulo Garar,Buulo Towsi,4,0.14814814814814814
2162,Buulo Garar,Dooday,8,0.20512820512820512
2163,Buulo Garar,Ethiopia,24,0.006853226727584237
2164,Buulo Garar,Halaayow,4,0.06060606060606061
2165,Buulo Garar,Koraw,3,0.15
2166,Buulo Garar,Maaranle,4,0.3076923076923077
2167,Buulo Garar,Rahole,5,0.20833333333333334
2168,Buulo Garar,Shambaley,4,0.0625
2169,Buulo Garas,Buusaar,159,0.297196261682243
2170,Buulo Garas,Ceelwaaq,42,0.08433734939759036
2171,Buulo Garas,Cows qurun,31,0.16230366492146597
2172,Buulo Garas,Luuq,41,0.07809523809523809
2173,Buulo Goof,Misir,8,0.012718600953895072
2174,Buulo Goof,Tuwer hoos ,6,1.0
2175,Buulo Goof,Wlomay,7,1.0
2176,Buulo Gudud,Alanley,6,1.0
2177,Buulo Gudud,Arbohirey,5,0.19230769230769232
2178,Buulo Gudud,Bakaley,8,0.045714285714285714
2179,Buulo Gudud,Biddi,4,0.5714285714285714
2180,Buulo Gudud,Buulo Towsi,4,0.14814814814814814
2181,Buulo Gudud,Degomor,4,0.029850746268656716
2182,Buulo Gudud,Doodaale,6,1.0
2183,Buulo Gudud,Halaayow,5,0.07575757575757576
2184,Buulo Gudud,Hanana2,4,1.0
2185,Buulo Gudud,Heerersin,6,1.0
2186,Buulo Gudud,Koraw,4,0.2
2187,Buulo Gudud,Koronbod,3,1.0
2188,Buulo Gudud,Oflaw,16,1.0
2189,Buulo Gudud,Reebay,5,0.15151515151515152
2190,Buulo Gudud,Tufka,5,0.016556291390728478
2191,Buulo Gumar- 1,Beer shibeli hawal.bar bari,4,1.0
2192,Buulo Gumar- 1,Buulo fulay,5,0.35714285714285715
2193,Buulo Gumar- 1,Ceeldon,5,1.0
2194,Buulo Gumar- 1,Goorisini,6,0.13636363636363635
2195,Buulo Gumar- 1,Hafata,26,0.3561643835616438
2196,Buulo Gumar- 1,Misir,11,0.017488076311605722
2197,Buulo Gumar- 1,Shanta mundul,5,0.09090909090909091
2198,Buulo Gumar- 1,Yurkud ,4,0.00631911532385466
2199,Buulo Hadamo (Bakaley),Baidoa,6,0.026200873362445413
2200,Buulo Hadamo (Bakaley),Dugaarosle,6,0.08955223880597014
2201,Buulo Hadamo (Bakaley),Dugaarosle ,18,0.75
2202,Buulo Haji,Qalimow,16,0.43243243243243246
2203,Buulo Hareer,Buulo Hareer ,79,0.6810344827586207
2204,Buulo Hareere,Baardheere,18,0.08490566037735849
2205,Buulo Hareere,Doolow ,6,0.11320754716981132
2206,Buulo Hareere,Dugaarosle,3,0.04477611940298507
2207,Buulo Hawo,Bulosidow,29,1.0
2208,Buulo Hussein,Bula xaji,1,0.05555555555555555
2209,Buulo Hussein,Bula yaaq ,6,0.2608695652173913
2210,Buulo Hussein,Harbole ,2,0.06060606060606061
2211,Buulo Hussein,Koban ,2,0.05128205128205128
2212,Buulo Hussein,Masagirow,1,0.08333333333333333
2213,Buulo Ismail,Bakale,2,0.16666666666666666
2214,Buulo Ismail,Bandarjab,2,1.0
2215,Buulo Ismail,Biyooley,4,0.01951219512195122
2216,Buulo Ismail,Hafata,12,0.1643835616438356
2217,Buulo Ismail,Misir,6,0.009538950715421303
2218,Buulo Ismail,Tugeerhoos,8,0.06153846153846154
2219,Buulo Ismail,Ufurow,4,0.0021551724137931034
2220,Buulo Ismail,Yaaq Beri Weyne,3,0.003740648379052369
2221,Buulo Jaay,Bakaar,6,0.5
2222,Buulo Jaay,Gorisane,5,0.23809523809523808
2223,Buulo Jaay,Moolamad ,4,0.03361344537815126
2224,Buulo Jaay,Qasaal,5,1.0
2225,Buulo Jaay,Ramacadey,4,1.0
2226,Buulo Jaay,Tugaarhos,9,1.0
2227,Buulo Jadiid,Biyooley,8,0.03902439024390244
2228,Buulo Jadiid,Buul fuur,7,0.15555555555555556
2229,Buulo Jadiid,Buula garas,4,1.0
2230,Buulo Jadiid,Buulo Jadiid ,24,0.41379310344827586
2231,Buulo Jadiid,Buulo iidow,1,1.0
2232,Buulo Jadiid,Caabey,4,0.5
2233,Buulo Jadiid,Cadaada,5,1.0
2234,Buulo Jadiid,Diinsoor,4,0.004705882352941176
2235,Buulo Jadiid,Doolow,6,0.024
2236,Buulo Jadiid,Gelgel,6,0.044444444444444446
2237,Buulo Jadiid,Kurmaan ,6,0.1875
2238,Buulo Jadiid,Moori Garasle,5,0.3125
2239,Buulo Jadiid,Saydheelow,13,0.7222222222222222
