focal,neighbour,road_connected,src_vx,tgt_vx,src_distance,tgt_distance,in_distance,road_distance
45,22,1.0,1866479,2837609,2581.207669649453,25148.822692843274,176793.93199999988,204523.9623624926
45,43,1.0,1866479,699774,2581.207669649453,2565.0136994843124,241679.64500000014,246825.8663691339
46,41,1.0,323106,315900,2589.0458636679236,4301.762918642339,190261.56800000035,197152.3767823106
46,44,1.0,323106,331325,2589.0458636679236,6732.330048891493,119434.55599999997,128755.93191255939
46,47,1.0,323106,335281,2589.0458636679236,10116.877537425491,174719.4980000001,187425.4214010935
46,48,1.0,323106,2629831,2589.0458636679236,41.06792054561354,137866.71999999983,140496.83378421335
46,64,1.0,323106,2752727,2589.0458636679236,2903.095205618217,181324.3140000004,186816.45506928652
47,15,1.0,335281,237430,10116.877537425491,3163.1464164694385,294201.9930000001,307482.016953895
47,44,1.0,335281,331325,10116.877537425491,6732.330048891493,152848.15200000023,169697.3595863172
47,46,1.0,335281,323106,10116.877537425491,2589.0458636679236,174719.4980000001,187425.4214010935
47,48,1.0,335281,2629831,10116.877537425491,41.06792054561354,128478.39800000003,138636.34345797115
48,46,1.0,2629831,323106,41.06792054561354,2589.0458636679236,137866.71999999977,140496.8337842133
48,47,1.0,2629831,335281,41.06792054561354,10116.877537425491,128478.39799999984,138636.34345797094
48,64,1.0,2629831,2752727,41.06792054561354,2903.095205618217,171138.41600000032,174082.57912616414
48,65,1.0,2629831,1744888,41.06792054561354,495.9737829298195,255461.87399999978,255998.9157034752
49,11,1.0,635265,113155,12368.030970087546,3826.151070733024,105724.75299999994,121918.93504082052
49,15,1.0,635265,237430,12368.030970087546,3163.1464164694385,224550.78799999974,240081.96538655672
49,51,1.0,635265,112451,12368.030970087546,9756.987445941133,271931.495,294056.5134160287
50,51,1.0,2131089,112451,9112.197900953377,9756.987445941133,269550.094,288419.2793468945
50,63,1.0,2131089,2387108,9112.197900953377,760.4200209729,136179.2369999998,146051.85492192607
50,71,1.0,2131089,1714083,9112.197900953377,2458.50481679508,287326.10599999997,298896.8087177484
51,49,1.0,112451,635265,9756.987445941133,12368.030970087546,271931.4950000001,294056.5134160288
51,50,1.0,112451,2131089,9756.987445941133,9112.197900953377,269550.0939999995,288419.279346894
51,65,1.0,112451,1744888,9756.987445941133,495.9737829298195,222069.09000000008,232322.05122887105
52,32,1.0,103614,1705707,184.16895375325012,377.846141833082,139634.99399999992,140197.00909558625
52,33,1.0,103614,1571816,184.16895375325012,551.5492215002234,164462.34599999958,165198.06417525306
53,9,1.0,306728,17322,522.4980883001934,85.41660389459008,62310.671000000024,62918.58569219481
53,54,1.0,306728,104491,522.4980883001934,4417.26486377204,119151.38799999998,124091.15095207222
53,55,1.0,306728,83709,522.4980883001934,546.9596482084522,77063.97299999998,78133.43073650863
53,56,1.0,306728,2341355,522.4980883001934,69.70570912278009,81013.05100000006,81605.25479742304
54,33,1.0,104491,1571816,4417.26486377204,551.5492215002234,119726.3970000002,124695.21108527247
54,53,1.0,104491,306728,4417.26486377204,522.4980883001934,119151.38800000002,124091.15095207226
54,55,1.0,104491,83709,4417.26486377204,546.9596482084522,105488.69999999998,110452.92451198047
55,32,1.0,83709,1705707,546.9596482084522,377.846141833082,115159.77099999995,116084.57679004148
55,33,1.0,83709,1571816,546.9596482084522,551.5492215002234,55141.916999999994,56240.42586970867
55,53,1.0,83709,306728,546.9596482084522,522.4980883001934,77063.97300000001,78133.43073650866
55,54,1.0,83709,104491,546.9596482084522,4417.26486377204,105488.70000000014,110452.92451198063
55,62,1.0,83709,427583,546.9596482084522,5449.9747033927,120797.38200000009,126794.31635160123
56,9,1.0,2341355,17322,69.70570912278009,85.41660389459008,52738.98599999998,52894.10831301736
56,53,1.0,2341355,306728,69.70570912278009,522.4980883001934,81013.05099999998,81605.25479742295
56,59,1.0,2341355,260032,69.70570912278009,74.1971079442121,78735.44599999992,78879.34881706692
56,60,1.0,2341355,2922480,69.70570912278009,2439.081283393393,96081.46300000016,98590.24999251633
56,62,1.0,2341355,427583,69.70570912278009,5449.9747033927,67749.57700000003,73269.25741251551
57,35,1.0,2251355,342260,2962.0016825171197,355.758220505248,110433.25899999998,113751.01890302234
57,58,1.0,2251355,2370445,2962.0016825171197,8079.597177291727,83375.77800000002,94417.37685980886
57,59,1.0,2251355,260032,2962.0016825171197,74.1971079442121,125490.70800000006,128526.90679046139
57,61,1.0,2251355,146199,2962.0016825171197,1300.420443111867,53027.89599999998,57290.31812562897
58,17,1.0,2370445,450709,8079.597177291727,820.7902310705001,273571.50700000004,282471.8944083623
58,57,1.0,2370445,2251355,8079.597177291727,2962.0016825171197,83375.77799999998,94417.37685980882
58,59,1.0,2370445,260032,8079.597177291727,74.1971079442121,80890.44400000006,89044.238285236
58,60,1.0,2370445,2922480,8079.597177291727,2439.081283393393,74624.2349999999,85142.91346068501
58,61,1.0,2370445,146199,8079.597177291727,1300.420443111867,102231.157,111611.1746204036
59,56,1.0,260032,2341355,74.1971079442121,69.70570912278009,78735.4459999999,78879.34881706689
59,57,1.0,260032,2251355,74.1971079442121,2962.0016825171197,125490.70799999991,128526.90679046125
59,58,1.0,260032,2370445,74.1971079442121,8079.597177291727,80890.44399999997,89044.23828523592
59,60,1.0,260032,2922480,74.1971079442121,2439.081283393393,46453.645,48966.92339133761
60,17,1.0,2922480,450709,2439.081283393393,820.7902310705001,215787.41599999997,219047.28751446388
60,56,1.0,2922480,2341355,2439.081283393393,69.70570912278009,96081.46300000002,98590.24999251618
60,58,1.0,2922480,2370445,2439.081283393393,8079.597177291727,74624.23500000003,85142.91346068514
60,59,1.0,2922480,260032,2439.081283393393,74.1971079442121,46453.645000000026,48966.92339133764
61,18,1.0,146199,471586,1300.420443111867,2693.015872156553,329838.6070000003,333832.0433152687
61,57,1.0,146199,2251355,1300.420443111867,2962.0016825171197,53027.895999999964,57290.31812562895
61,58,1.0,146199,2370445,1300.420443111867,8079.597177291727,102231.157,111611.1746204036
62,6,1.0,427583,3107676,5449.9747033927,1722.3242557235035,250615.96899999992,257788.26795911614
62,17,1.0,427583,450709,5449.9747033927,820.7902310705001,140654.2629999998,146925.02793446303
62,32,1.0,427583,1705707,5449.9747033927,377.846141833082,215353.7970000002,221181.617845226
62,55,1.0,427583,83709,5449.9747033927,546.9596482084522,120797.38200000006,126794.3163516012
62,56,1.0,427583,2341355,5449.9747033927,69.70570912278009,67749.57700000002,73269.2574125155
63,50,1.0,2387108,2131089,760.4200209729,9112.197900953377,136179.2369999999,146051.8549219262
63,67,1.0,2387108,2417943,760.4200209729,888.0126926886808,179032.21600000022,180680.6487136618
63,68,1.0,2387108,2545913,760.4200209729,221.63220616149798,134589.34999999995,135571.40222713436
64,46,1.0,2752727,323106,2903.095205618217,2589.0458636679236,181324.31400000027,186816.4550692864
64,48,1.0,2752727,2629831,2903.095205618217,41.06792054561354,171138.41599999976,174082.5791261636
64,65,1.0,2752727,1744888,2903.095205618217,495.9737829298195,277381.5180000004,280780.58698854846
64,66,1.0,2752727,2844029,2903.095205618217,1014.9064213462091,106204.653,110122.65462696443
64,68,1.0,2752727,2545913,2903.095205618217,221.63220616149798,128020.06099999978,131144.7884117795
65,15,1.0,1744888,237430,495.9737829298195,3163.1464164694385,155678.42099999974,159337.541199399
65,48,1.0,1744888,2629831,495.9737829298195,41.06792054561354,255461.87399999963,255998.91570347507
65,51,1.0,1744888,112451,495.9737829298195,9756.987445941133,222069.09000000026,232322.05122887122
65,64,1.0,1744888,2752727,495.9737829298195,2903.095205618217,277381.5179999995,280780.5869885476
65,66,1.0,1744888,2844029,495.9737829298195,1014.9064213462091,203255.09000000037,204765.9702042764
66,64,1.0,2844029,2752727,1014.9064213462091,2903.095205618217,106204.65300000002,110122.65462696445
66,65,1.0,2844029,1744888,1014.9064213462091,495.9737829298195,203255.09000000003,204765.97020427606
67,63,1.0,2417943,2387108,888.0126926886808,760.4200209729,179032.2159999998,180680.6487136614
67,68,1.0,2417943,2545913,888.0126926886808,221.63220616149798,168956.08300000013,170065.7278988503
67,69,1.0,2417943,1856674,888.0126926886808,240.6075239913191,118018.76699999993,119147.38721667994
67,70,1.0,2417943,1979690,888.0126926886808,843.9321016143915,118759.13100000005,120491.07579430313
67,71,1.0,2417943,1714083,888.0126926886808,2458.50481679508,180760.37499999997,184106.89250948373
68,63,1.0,2545913,2387108,221.63220616149798,760.4200209729,134589.35,135571.40222713441
68,64,1.0,2545913,2752727,221.63220616149798,2903.095205618217,128020.06100000005,131144.78841177977
68,67,1.0,2545913,2417943,221.63220616149798,888.0126926886808,168956.0829999998,170065.72789885
69,67,1.0,1856674,2417943,240.6075239913191,888.0126926886808,118018.76700000004,119147.38721668004
69,70,1.0,1856674,1979690,240.6075239913191,843.9321016143915,130460.36100000009,131544.9006256058
69,73,1.0,1856674,1042476,240.6075239913191,212.93471713596057,98217.67500000005,98671.21724112732
70,67,1.0,1979690,2417943,843.9321016143915,888.0126926886808,118759.13100000007,120491.07579430315
70,69,1.0,1979690,1856674,843.9321016143915,240.6075239913191,130460.36100000005,131544.90062560575
70,71,1.0,1979690,1714083,843.9321016143915,2458.50481679508,92028.48199999992,95330.91891840938
71,0,1.0,1714083,1187442,2458.50481679508,1466.7702280899193,264753.02099999983,268678.29604488483
71,50,1.0,1714083,2131089,2458.50481679508,9112.197900953377,287326.10599999985,298896.80871774827
71,67,1.0,1714083,2417943,2458.50481679508,888.0126926886808,180760.37500000032,184106.89250948408
71,70,1.0,1714083,1979690,2458.50481679508,843.9321016143915,92028.48199999996,95330.91891840943
71,73,1.0,1714083,1042476,2458.50481679508,212.93471713596057,186348.88599999994,189020.325533931
72,0,1.0,1529196,1187442,209.84945344711997,1466.7702280899193,89190.9269999999,90867.54668153694
72,1,1.0,1529196,1251894,209.84945344711997,4600.577593789557,127691.0199999998,132501.4470472365
72,73,1.0,1529196,1042476,209.84945344711997,212.93471713596057,111001.63299999984,111424.41717058292
73,0,1.0,1042476,1187442,212.93471713596057,1466.7702280899193,154383.77900000013,156063.483945226
73,69,1.0,1042476,1856674,212.93471713596057,240.6075239913191,98217.67499999997,98671.21724112725
73,71,1.0,1042476,1714083,212.93471713596057,2458.50481679508,186348.88599999956,189020.32553393062
73,72,1.0,1042476,1529196,212.93471713596057,209.84945344711997,111001.63300000028,111424.41717058336
