,Drought,Eviction,Conflict,Flood,Other
0,0.5109289617486339,0.12295081967213115,0.366120218579235,0.0,0.0
1,0.0,0.0,0.0,1.0,0.0
2,0.5363636363636364,0.0,0.4409090909090909,0.022727272727272728,0.0
3,0.8666666666666667,0.0,0.13333333333333333,0.0,0.0
4,0.9496402877697842,0.050359712230215826,0.0,0.0,0.0
5,0.48412698412698413,0.23015873015873015,0.2857142857142857,0.0,0.0
6,,,,,
7,,,,,
8,1.0,0.0,0.0,0.0,0.0
9,,,,,
10,,,,,
11,1.0,0.0,0.0,0.0,0.0
12,0.20273972602739726,0.0,0.7972602739726027,0.0,0.0
13,0.6276564774381368,0.0,0.3705967976710335,0.0,0.0017467248908296944
14,,,,,
15,1.0,0.0,0.0,0.0,0.0
16,0.986271676300578,0.0,0.013728323699421965,0.0,0.0
17,,,,,
18,,,,,
19,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0
20,,,,,
21,0.8850574712643678,0.0,0.08620689655172414,0.028735632183908046,0.0
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,1.0,0.0,0.0,0.0,0.0
29,0.7784810126582279,0.0031645569620253164,0.19936708860759494,0.0189873417721519,0.0
30,0.35106382978723405,0.0,0.648936170212766,0.0,0.0
31,1.0,0.0,0.0,0.0,0.0
32,1.0,0.0,0.0,0.0,0.0
33,,,,,
34,,,,,
35,,,,,
36,0.47058823529411764,0.5294117647058824,0.0,0.0,0.0
37,0.8440959409594095,0.01014760147601476,0.1368388683886839,0.00891758917589176,0.0
38,0.4376103190767142,0.0659877800407332,0.38520027155465036,0.11120162932790224,0.0
39,1.0,0.0,0.0,0.0,0.0
40,,,,,
41,0.3157894736842105,0.0,0.6842105263157895,0.0,0.0
42,0.09034267912772585,0.0,0.32398753894080995,0.5856697819314641,0.0
43,0.1346153846153846,0.0,0.8653846153846154,0.0,0.0
44,0.9111111111111111,0.0,0.08888888888888889,0.0,0.0
45,0.7816801976703142,0.006883162725026474,0.19943522767384397,0.009177550300035298,0.0028238616307800918
46,,,,,
47,0.7130741127348643,0.005610647181628393,0.25260960334029225,0.02661795407098121,0.0020876826722338203
48,0.5964912280701754,0.0,0.40350877192982454,0.0,0.0
49,,,,,
50,,,,,
51,,,,,
52,,,,,
53,0.8,0.2,0.0,0.0,0.0
54,0.8993099121706399,0.0,0.08795483061480552,0.0014429109159347553,0.011292346298619825
55,0.8352272727272727,0.045454545454545456,0.11931818181818182,0.0,0.0
56,,,,,
57,0.9151785714285714,0.011332417582417582,0.06524725274725275,0.0027472527472527475,0.005494505494505495
58,0.9469103568320278,0.0,0.05308964316797215,0.0,0.0
59,,,,,
60,0.21827842720510096,0.006801275239107333,0.3069075451647184,0.4680127523910733,0.0
61,0.13506493506493505,0.0,0.8649350649350649,0.0,0.0
62,0.5435897435897435,0.0,0.4564102564102564,0.0,0.0
63,0.38596491228070173,0.0,0.6140350877192983,0.0,0.0
64,0.8606958412612122,0.024599075835824952,0.07848600163087796,0.005436259853220984,0.03078282141886382
65,1.0,0.0,0.0,0.0,0.0
66,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0
67,,,,,
68,,,,,
69,,,,,
70,1.0,0.0,0.0,0.0,0.0
71,,,,,
72,,,,,
73,1.0,0.0,0.0,0.0,0.0
74,0.8822475934631744,0.0,0.10230579807477054,0.01544660846205507,0.0
75,0.7661290322580645,0.11290322580645161,0.0967741935483871,0.024193548387096774,0.0
76,,,,,
77,0.038461538461538464,0.0,0.0,0.9615384615384616,0.0
78,0.952755905511811,0.0,0.047244094488188976,0.0,0.0
79,0.9778393351800554,0.0,0.0221606648199446,0.0,0.0
80,,,,,
81,,,,,
82,,,,,
83,,,,,
84,1.0,0.0,0.0,0.0,0.0
85,1.0,0.0,0.0,0.0,0.0
86,1.0,0.0,0.0,0.0,0.0
87,,,,,
88,0.7795918367346939,0.004081632653061225,0.2,0.0,0.0163265306122449
89,0.6153846153846154,0.38461538461538464,0.0,0.0,0.0
90,,,,,
91,,,,,
92,,,,,
93,1.0,0.0,0.0,0.0,0.0
94,0.6404494382022472,0.0749063670411985,0.19850187265917604,0.06741573033707865,0.018726591760299626
95,0.0,1.0,0.0,0.0,0.0
96,,,,,
97,,,,,
98,,,,,
99,0.11320754716981132,0.0037735849056603774,0.8626415094339622,0.020377358490566037,0.0
100,,,,,
101,,,,,
102,,,,,
103,,,,,
104,,,,,
105,,,,,
106,,,,,
107,,,,,
108,1.0,0.0,0.0,0.0,0.0
109,0.5766423357664233,0.029197080291970802,0.39416058394160586,0.0,0.0
110,,,,,
111,,,,,
112,,,,,
113,,,,,
114,,,,,
115,0.9748743718592965,0.01675041876046901,0.008375209380234505,0.0,0.0
116,0.18636363636363637,0.0,0.7909090909090909,0.022727272727272728,0.0
117,0.8939393939393939,0.0,0.10606060606060606,0.0,0.0
118,,,,,
119,0.980225988700565,0.0,0.01977401129943503,0.0,0.0
120,0.9926160337552743,0.0,0.007383966244725738,0.0,0.0
121,,,,,
122,,,,,
123,0.8023255813953488,0.0,0.19767441860465115,0.0,0.0
124,0.3627450980392157,0.0,0.6127450980392157,0.024509803921568627,0.0
125,,,,,
126,,,,,
127,,,,,
128,,,,,
129,,,,,
130,,,,,
131,,,,,
132,,,,,
133,,,,,
134,0.44565217391304346,0.0,0.5271739130434783,0.02717391304347826,0.0
135,,,,,
136,,,,,
137,,,,,
138,,,,,
139,,,,,
140,,,,,
141,,,,,
142,,,,,
143,,,,,
144,,,,,
145,,,,,
146,,,,,
147,,,,,
148,,,,,
149,,,,,
150,,,,,
151,,,,,
152,0.42730923694779116,0.07068273092369477,0.5020080321285141,0.0,0.0
153,,,,,
154,,,,,
155,,,,,
156,,,,,
157,,,,,
158,,,,,
159,,,,,
160,,,,,
161,,,,,
162,,,,,
163,0.0,0.0,0.0,1.0,0.0
164,,,,,
165,,,,,
166,,,,,
167,,,,,
168,,,,,
169,0.7741935483870968,0.05806451612903226,0.0967741935483871,0.07096774193548387,0.0
170,,,,,
171,,,,,
172,,,,,
173,,,,,
174,,,,,
175,,,,,
176,,,,,
177,,,,,
178,,,,,
179,,,,,
180,,,,,
181,,,,,
182,0.71875,0.0,0.1875,0.09375,0.0
183,,,,,
184,,,,,
185,1.0,0.0,0.0,0.0,0.0
186,0.18886380737396538,0.0,0.8111361926260346,0.0,0.0
187,,,,,
188,,,,,
189,0.8426966292134831,0.0,0.15730337078651685,0.0,0.0
190,,,,,
191,1.0,0.0,0.0,0.0,0.0
192,,,,,
193,0.8985507246376812,0.0,0.10144927536231885,0.0,0.0
194,0.9890510948905109,0.0,0.0,0.010948905109489052,0.0
195,0.9640591966173362,0.0,0.035940803382663845,0.0,0.0
196,0.9162303664921466,0.0,0.0,0.0,0.08376963350785341
197,1.0,0.0,0.0,0.0,0.0
198,,,,,
199,0.5632204610951008,0.0005403458213256485,0.4315561959654179,0.004682997118155619,0.0
200,,,,,
201,,,,,
202,,,,,
203,,,,,
204,,,,,
205,,,,,
206,,,,,
207,,,,,
208,,,,,
209,,,,,
210,,,,,
211,,,,,
212,,,,,
213,,,,,
214,,,,,
215,,,,,
216,,,,,
217,,,,,
218,,,,,
219,,,,,
220,,,,,
221,,,,,
222,,,,,
223,,,,,
224,,,,,
225,,,,,
226,,,,,
227,,,,,
228,,,,,
229,,,,,
230,,,,,
231,,,,,
232,,,,,
233,,,,,
234,,,,,
235,,,,,
236,,,,,
237,,,,,
238,,,,,
239,0.43478260869565216,0.08695652173913043,0.0,0.4782608695652174,0.0
240,,,,,
241,,,,,
242,,,,,
243,,,,,
244,0.23348017621145375,0.0,0.7665198237885462,0.0,0.0
245,,,,,
246,,,,,
247,,,,,
248,,,,,
249,,,,,
250,,,,,
251,,,,,
252,1.0,0.0,0.0,0.0,0.0
253,1.0,0.0,0.0,0.0,0.0
254,1.0,0.0,0.0,0.0,0.0
255,,,,,
256,1.0,0.0,0.0,0.0,0.0
257,0.13538094528104966,0.01923363649917996,0.8334575816311317,0.011927836588638736,0.0
258,1.0,0.0,0.0,0.0,0.0
259,,,,,
260,,,,,
261,0.8835616438356164,0.0,0.11643835616438356,0.0,0.0
262,0.2238078354901613,0.022927376942622466,0.7176918985995391,0.03557288896767712,0.0
263,1.0,0.0,0.0,0.0,0.0
264,,,,,
265,,,,,
266,0.0,0.0,1.0,0.0,0.0
267,,,,,
268,,,,,
269,0.651685393258427,0.0,0.31086142322097376,0.03745318352059925,0.0
270,0.4476998200976613,0.0,0.34027242354150605,0.20174762271909535,0.010280133641737342
271,0.6840571262022734,0.0,0.2943748178373652,0.004080443019527835,0.017487612940833577
272,1.0,0.0,0.0,0.0,0.0
273,,,,,
274,,,,,
275,,,,,
276,,,,,
277,,,,,
278,0.0,0.0,1.0,0.0,0.0
279,,,,,
280,0.040625,0.1734375,0.715625,0.0703125,0.0
281,,,,,
282,,,,,
283,0.0,0.1951219512195122,0.8048780487804879,0.0,0.0
284,0.20790094339622642,0.027044025157232705,0.733687106918239,0.03136792452830189,0.0
285,0.41271038351880807,0.09059137312609215,0.39637634507495634,0.10032189828014347,0.0
286,0.0,0.09090909090909091,0.9090909090909091,0.0,0.0
287,0.1797752808988764,0.0,0.8202247191011236,0.0,0.0
288,,,,,
289,0.0,0.0,1.0,0.0,0.0
290,,,,,
291,,,,,
292,,,,,
293,0.1067193675889328,0.0,0.8932806324110671,0.0,0.0
294,,,,,
295,,,,,
296,,,,,
297,1.0,0.0,0.0,0.0,0.0
298,,,,,
299,1.0,0.0,0.0,0.0,0.0
300,,,,,
301,0.16666666666666666,0.0,0.25,0.5833333333333334,0.0
302,0.42857142857142855,0.0,0.5079365079365079,0.06349206349206349,0.0
303,,,,,
304,,,,,
305,,,,,
306,0.6282722513089005,0.0,0.3717277486910995,0.0,0.0
307,,,,,
308,,,,,
309,,,,,
310,0.02592087312414734,0.0,0.9740791268758526,0.0,0.0
311,0.08837209302325581,0.0,0.6325581395348837,0.27906976744186046,0.0
312,0.2691536301644605,0.0,0.6225431207380666,0.008022462896109106,0.10028078620136383
313,0.0,0.0,1.0,0.0,0.0
314,0.4064265536723164,0.0,0.5268361581920904,0.026483050847457626,0.04025423728813559
315,0.0,0.0,0.0,0.0,1.0
316,0.3681972789115646,0.030612244897959183,0.5960884353741497,0.00510204081632653,0.0
317,0.4841075794621027,0.0,0.48166259168704156,0.0,0.034229828850855744
318,0.2960426179604262,0.015220700152207,0.5662100456621004,0.0197869101978691,0.10273972602739725
319,0.0,0.0,1.0,0.0,0.0
320,,,,,
321,,,,,
322,,,,,
323,,,,,
324,0.07462686567164178,0.0,0.9253731343283582,0.0,0.0
325,0.0,0.0,0.4,0.0,0.6
326,0.5240836691613894,0.0069084628670120895,0.4626751103435041,0.004989445403953176,0.0013433122241412398
327,1.0,0.0,0.0,0.0,0.0
328,,,,,
329,1.0,0.0,0.0,0.0,0.0
330,,,,,
331,0.7804878048780488,0.0,0.21951219512195122,0.0,0.0
332,0.1694915254237288,0.0,0.5630885122410546,0.2674199623352166,0.0
333,0.11320754716981132,0.0,0.7081761006289308,0.17861635220125785,0.0
334,0.09514370664023786,0.0,0.7641228939544104,0.14073339940535184,0.0
335,,,,,
336,,,,,
337,,,,,
338,,,,,
339,0.9302325581395349,0.0,0.06976744186046512,0.0,0.0
340,0.6,0.0,0.4,0.0,0.0
341,0.22113289760348584,0.0,0.7788671023965141,0.0,0.0
342,,,,,
343,0.012433392539964476,0.0,0.9875666074600356,0.0,0.0
344,,,,,
345,,,,,
346,0.0,0.0,1.0,0.0,0.0
347,0.026057240495514736,0.0,0.9739427595044853,0.0,0.0
348,,,,,
349,,,,,
350,,,,,
351,0.2597402597402597,0.0,0.7402597402597403,0.0,0.0
352,0.0,0.0,1.0,0.0,0.0
353,,,,,
354,,,,,
355,0.39285714285714285,0.0,0.6071428571428571,0.0,0.0
356,0.0,0.0,1.0,0.0,0.0
357,,,,,
358,0.19776714513556617,0.0,0.5757575757575758,0.22647527910685805,0.0
359,,,,,
360,1.0,0.0,0.0,0.0,0.0
361,0.009174311926605505,0.0,0.9908256880733946,0.0,0.0
362,0.03372835004557885,0.0,0.9662716499544212,0.0,0.0
363,0.5517241379310345,0.0,0.2413793103448276,0.20689655172413793,0.0
364,,,,,
365,0.09956709956709957,0.0,0.9004329004329005,0.0,0.0
366,0.0,0.0,1.0,0.0,0.0
367,,,,,
368,,,,,
369,,,,,
370,,,,,
371,0.23157894736842105,0.0,0.7684210526315789,0.0,0.0
372,0.7138263665594855,0.00964630225080386,0.2765273311897106,0.0,0.0
373,,,,,
374,0.4117647058823529,0.0,0.5882352941176471,0.0,0.0
375,1.0,0.0,0.0,0.0,0.0
376,1.0,0.0,0.0,0.0,0.0
377,,,,,
378,,,,,
379,1.0,0.0,0.0,0.0,0.0
380,0.9834254143646409,0.0,0.016574585635359115,0.0,0.0
381,0.5166132723112128,0.0165675057208238,0.2616018306636156,0.20521739130434782,0.0
382,0.6567164179104478,0.0,0.34328358208955223,0.0,0.0
383,0.7768924302788844,0.0,0.22310756972111553,0.0,0.0
384,0.9973250111457869,0.0,0.0026749888542131075,0.0,0.0
385,0.8468468468468469,0.0,0.15315315315315314,0.0,0.0
386,0.2843197071384991,0.0,0.7156802928615009,0.0,0.0
387,,,,,
388,0.902834008097166,0.0,0.0,0.09716599190283401,0.0
389,1.0,0.0,0.0,0.0,0.0
390,1.0,0.0,0.0,0.0,0.0
391,,,,,
392,,,,,
393,0.579107505070994,0.028397565922920892,0.3597025016903313,0.03110209601081812,0.0016903313049357674
394,,,,,
395,,,,,
396,,,,,
397,,,,,
398,0.7478260869565218,0.0,0.25217391304347825,0.0,0.0
399,0.0,0.0,1.0,0.0,0.0
