focal,neighbour,road_connected,src_vx,tgt_vx,src_distance,tgt_distance,in_distance,road_distance
0,1,1.0,2176272,2389736,1466.7702280899193,1338.4022310044143,96941.7789999999,99746.95145909423
0,2,1.0,2176272,2823129,1466.7702280899193,3970.9594986091934,65307.53699999999,70745.2667266991
0,71,1.0,2176272,4021963,1466.7702280899193,2458.50481679508,213522.90499999947,217448.18004488447
0,72,1.0,2176272,3543043,1466.7702280899193,37.37705217830794,89349.56300000017,90853.7102802684
0,73,1.0,2176272,1759072,1466.7702280899193,212.93471713596057,154216.78300000002,155896.4879452259
1,0,1.0,2389736,2176272,1338.4022310044143,1466.7702280899193,96941.77899999973,99746.95145909407
1,2,1.0,2389736,2823129,1338.4022310044143,3970.9594986091934,111026.34099999985,116335.70272961346
1,3,1.0,2389736,5240431,1338.4022310044143,9586.081559714201,127938.08500000004,138862.56879071865
1,72,1.0,2389736,3543043,1338.4022310044143,37.37705217830794,134456.21300000013,135831.99228318286
2,0,1.0,2823129,2176272,3970.9594986091934,1466.7702280899193,65307.537000000055,70745.26672669918
2,1,1.0,2823129,2389736,3970.9594986091934,1338.4022310044143,111026.34100000007,116335.70272961368
2,3,1.0,2823129,5240431,3970.9594986091934,9586.081559714201,125805.61100000014,139362.65205832353
3,1,1.0,5240431,2389736,9586.081559714201,1338.4022310044143,127938.0850000002,138862.5687907188
3,2,1.0,5240431,2823129,9586.081559714201,3970.9594986091934,125805.61099999968,139362.65205832306
4,5,1.0,328777,590190,366.2641514690994,105.78022138373734,126341.64999999998,126813.69437285283
4,6,1.0,328777,10127224,366.2641514690994,176.67030019854806,144408.52700000018,144951.46145166783
4,8,1.0,328777,9451507,366.2641514690994,166.5245344926158,60259.324,60792.112685961714
4,31,1.0,328777,5536418,366.2641514690994,106.49652823703757,193439.76999999947,193912.5306797056
5,4,1.0,590190,328777,105.78022138373734,366.2641514690994,126341.65000000007,126813.69437285291
5,7,1.0,590190,9557599,105.78022138373734,124.7473483346421,64412.323000000026,64642.8505697184
5,30,1.0,590190,9601064,105.78022138373734,769.7778781054706,98262.23599999977,99137.79409948898
6,4,1.0,10127224,328777,176.67030019854806,366.2641514690994,144408.5269999998,144951.46145166745
6,8,1.0,10127224,9451507,176.67030019854806,166.5245344926158,99190.01699999996,99533.21183469113
6,16,1.0,10127224,5914273,176.67030019854806,330.7983301559857,157242.28100000054,157749.74963035507
6,17,1.0,10127224,904131,176.67030019854806,820.7902310705001,184950.18799999953,185947.64853126858
6,31,1.0,10127224,5536418,176.67030019854806,106.49652823703757,163209.63399999964,163492.80082843523
6,32,1.0,10127224,3982921,176.67030019854806,85.27151010935611,131186.52200000017,131448.46381030808
6,62,1.0,10127224,860119,176.67030019854806,350.0150295871205,167434.8120000001,167961.49732978575
7,5,1.0,9557599,590190,124.7473483346421,105.78022138373734,64412.323,64642.85056971837
7,16,1.0,9557599,5914273,124.7473483346421,330.7983301559857,80421.31000000003,80876.85567849065
7,30,1.0,9557599,9601064,124.7473483346421,769.7778781054706,88155.64299999984,89050.16822643994
8,4,1.0,9451507,328777,166.5245344926158,366.2641514690994,60259.32400000002,60792.112685961736
8,6,1.0,9451507,10127224,166.5245344926158,176.67030019854806,99190.017,99533.21183469117
8,16,1.0,9451507,5914273,166.5245344926158,330.7983301559857,119733.79399999995,120231.11686464856
9,53,1.0,17585,6454446,85.41660389459008,198.7572806204985,55604.90299999995,55889.07688451504
9,56,1.0,17585,6581387,85.41660389459008,69.70570912278009,51138.108,51293.230313017375
10,13,1.0,1970156,1233461,4558.911828323892,4054.4604145247326,196903.27800000005,205516.65024284867
10,15,1.0,1970156,460132,4558.911828323892,3163.1464164694385,110421.51899999996,118143.57724479328
10,47,1.0,1970156,4066099,4558.911828323892,4674.0358974664605,266799.351,276032.2987257904
11,14,1.0,199461,1015815,77.66320275656791,5165.507862911315,202605.5029999998,207848.6740656677
11,15,1.0,199461,460132,77.66320275656791,3163.1464164694385,253394.9969999998,256635.80661922583
11,49,1.0,199461,197457,77.66320275656791,9997.993520060525,194903.0979999999,204978.75472281702
12,13,1.0,990044,1233461,1061.9940543838777,4054.4604145247326,252067.37800000087,257183.8324689095
12,14,1.0,990044,1015815,1061.9940543838777,5165.507862911315,215306.30100000047,221533.8029172957
13,10,1.0,1233461,1970156,4054.4604145247326,4558.911828323892,196903.2779999997,205516.65024284832
13,12,1.0,1233461,990044,4054.4604145247326,1061.9940543838777,252067.37799999877,257183.8324689074
13,14,1.0,1233461,1015815,4054.4604145247326,5165.507862911315,144036.48499999993,153256.453277436
13,15,1.0,1233461,460132,4054.4604145247326,3163.1464164694385,235739.96000000025,242957.56683099444
14,11,1.0,1015815,199461,5165.507862911315,77.66320275656791,202605.50300000038,207848.67406566828
14,12,1.0,1015815,990044,5165.507862911315,1061.9940543838777,215306.301,221533.80291729522
14,13,1.0,1015815,1233461,5165.507862911315,4054.4604145247326,144036.4849999999,153256.45327743597
15,10,1.0,460132,1970156,3163.1464164694385,4558.911828323892,110421.51899999978,118143.57724479311
15,11,1.0,460132,199461,3163.1464164694385,77.66320275656791,253394.99700000024,256635.80661922626
