,target,source,number_people,weight
0,11-Janaay-1,Bardheere,9,0.47368421052631576
1,11-Janaay-1,Bardheere ,3,1.0
2,11-Janaay-1,Diinsoor ,8,0.014035087719298246
3,11-Janaay-1,Maanyow,4,0.014388489208633094
4,11-Janaay-1,Qansaxdheere,4,0.031746031746031744
5,11-Janaay-1,Uffurow,13,0.012572533849129593
6,11-Janaay-2,Aliyow dooyow,4,0.1111111111111111
7,11-Janaay-2,Baanow,5,0.03676470588235294
8,11-Janaay-2,Baarsaare,5,0.021929824561403508
9,11-Janaay-2,Goodey,3,1.0
10,11-Janaay-2,Goorinane-1,3,0.034482758620689655
11,11-Janaay-2,Gurbaan,7,0.004430379746835443
12,11-Janaay-2,Kurman,9,0.011508951406649617
13,11-Janaay-2,Misgaali,4,0.4
14,11-Janaay-2,Misiri,6,0.0821917808219178
15,2Ganane,Luuq,38,0.07238095238095238
16,7Yaq,Haduuman,17,0.07327586206896551
17,9 Mundul,Berdale,4,0.024539877300613498
18,9 Mundul,Goorinane-1,6,0.06896551724137931
19,9 Mundul,Madaxwarabe,20,0.5128205128205128
20,9 Mundul,Rabdhuure,7,0.0707070707070707
21,9 Mundul,Sarman,20,0.37735849056603776
22,Aadtkiyaal,Buurow village,5,1.0
23,Aadtkiyaal,Dhariiqada village,7,0.6363636363636364
24,Aadtkiyaal,Dini village,9,0.391304347826087
25,Aadtkiyaal,Dooraweere village,11,1.0
26,Aadtkiyaal,Dooraweeri village,3,1.0
27,Aadtkiyaal,Dubigaas village,6,1.0
28,Aadtkiyaal,Dubigaas village.,8,0.5
29,Aadtkiyaal,Korkoor village,6,0.1875
30,Aadtkiyaal,Moro hagir village,5,1.0
31,Aadtkiyaal,Mubaarak village,8,1.0
32,Aadtkiyaal,Sarmaan village,5,0.625
33,Aadtkiyaal,Sarmaan village.,6,0.6
34,Aadtkiyaal,Xoogir village,7,0.4117647058823529
35,Aadtkiyaal,Xoogir village.,19,0.4634146341463415
36,Aamanow,Banow,4,0.05194805194805195
37,Aamanow,Baraka,3,0.057692307692307696
38,Aamanow,Bootis,4,0.10256410256410256
39,Aamanow,Buur eyle ,3,0.038461538461538464
40,Aamanow,Daynuunay ,7,0.03056768558951965
41,Aamanow,Gaduudey,6,0.42857142857142855
42,Aamanow,Jiir,7,0.05555555555555555
43,Aamanow,Moolamad ,3,0.025210084033613446
44,Aamanow,Shibeelow,10,0.017123287671232876
45,Aanoley,Abaalbarbari,4,0.046511627906976744
46,Aanoley,Adabli Weyne,4,0.2
47,Aanoley,Biyooley,3,0.013333333333333334
48,Aanoley,Buulo Fuur,3,0.0189873417721519
49,Aanoley,Saakow,9,0.011811023622047244
50,Aanoley,Shibeelow,2,0.003424657534246575
51,Aanoley,Tugeerhoos,24,0.18461538461538463
52,Aanoley,Uffurow,2,0.0019342359767891683
53,Aanoley,Ufurow,2,0.0017873100983020554
54,Aaran camp,October,20,0.03669724770642202
55,Aaw Cusman,Awdhiigle,18,0.046753246753246755
56,Abag Gaduud,Abag Gaduud,11,1.0
57,Abag Haluul,Abal,8,0.03864734299516908
58,Abag Haluul,Ceel berde,3,0.08823529411764706
59,Abag Haluul,Dalandole-2,5,0.028901734104046242
60,Abag Haluul,Elgaras,4,0.5714285714285714
61,Abag Haluul,Garaswiini,6,0.2
62,Abag Haluul,Oorgaafin,11,1.0
63,Abag Haluul,Rab dhuure,3,0.125
64,Abag Haluul,Sarmaan,3,0.05357142857142857
65,Abag Haluul,Shiimo,5,0.1724137931034483
66,Abag Haluul,Waajid,4,0.023529411764705882
67,Abag Neebsoy,Koban,20,0.18867924528301888
68,Abag Neebsoy,Saakow,4,0.005249343832020997
69,Abag Neebsoy,Uffurow,4,0.0038684719535783366
70,Abag-Beday,Doondardiir village.,3,1.0
71,Abag-Beday,Doonfuul village.,12,0.27906976744186046
72,Abag-Beday,Dudumaale village,27,0.7105263157894737
73,Abag-Beday,Dudumaale village.,5,0.38461538461538464
74,Abag-Beday,Elgaras village,8,0.11764705882352941
75,Abag-Beday,Elgaras village.,10,0.25
76,Abag-Beday,Gomore village.,9,0.21951219512195122
77,Abag-Beday,Huuyaley village,6,0.5454545454545454
78,Abag-Beday,Tijeegbuul village,11,1.0
79,Abag-Beday,Tijeegbuul village.,4,0.5
80,Abag-Beday,Tijegbuul village,5,1.0
81,Abag-Deerey,Abaay,6,1.0
82,Abag-Deerey,Abag-Deerey,7,1.0
83,Abag-Deerey,Adaan qaboow,18,1.0
84,Abag-Deerey,Ban Reer,5,0.11904761904761904
85,Abag-Deerey,Banyaal,8,1.0
86,Abag-Deerey,Koban,5,0.04716981132075472
87,Abag-Deerey,Kurtun,6,0.024096385542168676
88,Abag-Deerey,Sharti,9,1.0
89,Abag-Deerey,Taflaaw,9,0.09473684210526316
90,Abag-Deerey,Tugaarey,10,0.6666666666666666
91,Abag-Tag,Abag jibeed,4,0.0975609756097561
92,Abag-Tag,Arbohiray,6,0.13043478260869565
93,Abag-Tag,Bohol-raar,4,0.13333333333333333
94,Abag-Tag,Deg Suuf,4,0.06666666666666667
95,Abag-Tag,Dheeraw Saanle,13,1.0
96,Abag-Tag,Dooy-Gabey,4,0.4444444444444444
97,Abag-Tag,Ethiopia,14,0.003997715591090805
98,Abag-Tag,Hawal Been,4,0.4444444444444444
99,Abag-Tag,Humbowe,18,0.22784810126582278
100,Abag-Tag,Kaysaney,4,0.05970149253731343
101,Abag-Tag,Korow,5,0.25
102,Abag-Tag,Raama Guudow,3,0.11538461538461539
103,Abal,Abal village,75,0.7075471698113207
104,Abal 3,Abal,5,0.024154589371980676
105,Abal 3,Banow,4,0.05194805194805195
106,Abal 3,Baraka,3,0.057692307692307696
107,Abal 3,Berdale ,6,0.027906976744186046
108,Abal 3,Gaduuf dhuunte,3,1.0
109,Abal 3,Misiri,6,0.0821917808219178
110,Abal 3,Uffurow,5,0.004835589941972921
111,Abal 3,Xudur,6,0.02510460251046025
112,Abal-1,Abal,13,0.06280193236714976
113,Abal-1,Baardheere ,5,1.0
114,Abal-1,Berdale ,7,0.03255813953488372
115,Abal-1,Misgaale,4,0.4
116,Abal-1,Wajid,11,0.34375
117,Abal-1,Xudur ,6,0.061224489795918366
118,Abal-5,Abal,12,0.057971014492753624
119,Abal-5,Baarsaare,5,0.021929824561403508
120,Abal-5,Buur Eyli,5,0.05555555555555555
121,Abal-5,Goof Gaduud Buuray,3,0.01276595744680851
122,Abal-5,Kurman,5,0.00639386189258312
123,Abal-5,Kurteele,4,0.5714285714285714
124,Abal-5,Mitaano,4,1.0
125,Abal-5,Sarmaan,3,0.05357142857142857
126,Abal-5,Shibeelow,3,0.005136986301369863
127,Abaq,Arbaqarso,12,0.3870967741935484
128,Abaq,Buala,13,0.7222222222222222
129,Abaq,Xagar,32,0.5245901639344263
130,Abaq Beday,Uffurow,3,0.0029013539651837525
131,Abaq Dheere,Buulo-Xaaji,5,0.2777777777777778
132,Abaq Dheere,Buur eyli,6,0.0967741935483871
133,Abaq Dheere,Danbal aaran,4,1.0
134,Abaq Dheere,Danyer,5,0.625
135,Abaq Dheere,Goof Gaduud Buuray,11,0.04680851063829787
136,Abaq Dheere,Goorisini Wiin,4,0.09090909090909091
137,Abaq Dheere,Jiidow,8,0.11940298507462686
138,Abaq Dheere,Kurti,6,0.3157894736842105
139,Abaq Dheere,Mool.mad,4,1.0
140,Abaq Dheere,Wardiire 2,6,0.14634146341463414
141,Abaq Dheere,Yabal,6,1.0
142,Abaq Haluul,Adiiley,3,0.23076923076923078
143,Abaq Haluul,Buulo Barake,4,0.03361344537815126
144,Abaq Haluul,Deebey,9,0.45
145,Abaq Haluul,Ethiopia,3,0.0008566533409480297
146,Abaq Haluul,Gal Gal Onlay,6,1.0
147,Abaq Haluul,Hanana 1,4,0.2222222222222222
148,Abaq Haluul,Humbowe,3,0.0379746835443038
149,Abaq Haluul,Idad Koble,4,1.0
150,Abaq Haluul,Jafey,12,0.096
151,Abaq Haluul,Kurtun,9,0.03614457831325301
152,Abaq Haluul,Lehelay,4,0.12121212121212122
153,Abaq Haluul,Meel labowle,5,1.0
154,Abaq Haluul,Morow Mukhtar,6,1.0
155,Abaq Haluul,Reebay,6,0.18181818181818182
156,Abarey,Al kowthar ,20,0.43478260869565216
157,Abarey,Mareerey,23,0.05778894472361809
158,Abarey,Xawaadley,20,0.072992700729927
159,Abdurok,Koofi gadud,20,0.5263157894736842
160,Abeelsale,Jameeco,7,0.02734375
161,Abesale,Mukaydhere,32,0.7804878048780488
162,Abesale,October,16,0.029357798165137616
163,Abesale,Sabiib,24,0.014545454545454545
164,Aboore,Buurdhuxunle,5,0.03496503496503497
165,Aboore,Khansaxdheere ,9,0.08411214953271028
166,Aboore,Xudur ,4,0.04081632653061224
167,Aboore 1,Aboore 1,7,1.0
168,Aboore 1,Gelgel,9,0.06666666666666667
169,Abroone,Awdheegle,26,0.019374068554396422
170,Abroone,Gaalawar,26,0.37681159420289856
171,Abroone,Jambaluul,14,0.027944111776447105
172,Abroone,Mareerey,20,0.05025125628140704
173,Abroone,Misiga way,23,0.23711340206185566
174,Abroone,Moqokori,28,0.09210526315789473
175,Abroone,Sabib,20,0.05917159763313609
176,Abroone,Sabiib and caanoole,37,0.07312252964426877
177,Abroone,Sagaalad and Gaalawar,28,0.5384615384615384
178,Abukar Neri,Maduulow,5,0.07142857142857142
179,Abukarini,Sabiib,38,0.02303030303030303
180,Aburow,Abuurow,15,1.0
181,Abuurow,Abal,3,0.014492753623188406
182,Abuurow,Buulo-Gomor,4,0.05970149253731343
183,Abuurow,Buur Heledi,7,1.0
184,Abuurow,Dalandole-2,3,0.017341040462427744
185,Abuurow,Gurbaan,12,0.007594936708860759
186,Abuurow,Koban Korinbood,8,1.0
187,Abuurow,Koron roogi,4,1.0
188,Abuurow,Kulan Jareer,7,0.22580645161290322
189,Abuurow,Sigli,10,0.1694915254237288
190,Abuurow,Toosile,4,0.14285714285714285
191,Abuurow,Ufurow,23,0.020554066130473638
192,Adaayimow,Abaalbarbari,3,0.03488372093023256
193,Adaayimow,Abal,14,0.06763285024154589
194,Adaayimow,Baardhere,10,0.30303030303030304
195,Adaayimow,Deynuuny,3,0.043478260869565216
196,Adaayimow,Garsaaley,3,0.011194029850746268
197,Adaayimow,Jiidow,5,0.07462686567164178
198,Adaayimow,Sarmaan,6,0.10714285714285714
199,Adaayimow,Shantimundili,8,0.4444444444444444
200,Adable Ade,Barkadle 2,5,0.026737967914438502
201,Adable Ade,Belet Weyne,3,0.3333333333333333
202,Adable Ade,Berdale,7,0.04294478527607362
203,Adable Ade,Buurdhuxunle,4,0.027972027972027972
204,Adable Ade,Raydabo,3,0.027522935779816515
205,Adable Gunre,Awdinle,3,0.004398826979472141
206,Adable Gunre,Buula balash,3,0.42857142857142855
207,Adable Gunre,Ded baanka,5,1.0
208,Adable Gunre,Kurtun,6,0.024096385542168676
209,Adable Gunre,Sarman Dheer,5,0.5
210,Adable Gunre,Taflaw ,2,1.0
211,Adable Gunre,Toosweyne ,2,0.16666666666666666
212,Adable Gunre,War Harqaan,3,0.075
213,Adable Gunre,Warjinay,3,0.2
214,Adable Oomane,Biyooley,4,0.017777777777777778
215,Adable Oomane,Buulo Barake,6,0.05042016806722689
216,Adable Oomane,Buurow,7,0.23333333333333334
217,Adable Weyne,Buulo Nuurka Buulo Garas,6,1.0
218,Adable Weyne,Buulo gomor,3,1.0
219,Adable Weyne,Buulo-Gomor,23,0.34328358208955223
220,Adable Weyne,Buulo-Nurka,18,0.2903225806451613
221,Adable Weyne,Deynuuney ,5,0.1724137931034483
222,Adable Weyne,Jiidow,7,0.1044776119402985
223,Adable Weyne,Tuwer hoos,4,0.26666666666666666
224,Adad-Gerey,Abag Siin,5,1.0
225,Adad-Gerey,Beedey,3,1.0
226,Adad-Gerey,Buulo Gudud,5,1.0
227,Adad-Gerey,Buulo Hareere,3,0.08108108108108109
228,Adad-Gerey,Deg Suuf,15,0.25
229,Adad-Gerey,Deg-Gomor,6,0.03680981595092025
230,Adad-Gerey,Ethiopia,29,0.008280982295830954
231,Adad-Gerey,Gurbaan,6,0.0037974683544303796
232,Adad-Gerey,Mubashar,6,0.13636363636363635
233,Adad-Gerey,Raaxoole,5,0.003641660597232338
234,Adad-Gerey,Raxoole,7,0.0958904109589041
235,Adad-Gerey,Xabiibayaal,9,0.1125
236,Adadle Cade,Goof Gaduud Buuray,5,0.02127659574468085
237,Adadle Cade,Qod Qodey,4,1.0
238,Adadle Cade,Qod qodey isag gaab,5,1.0
239,Adale,Garasweyne,34,0.4788732394366197
240,Adan Goley,Abaalbarbari,6,0.06976744186046512
241,Adan Goley,Abal,5,0.024154589371980676
242,Adan Goley,Awal,4,0.2857142857142857
243,Adan Goley,Biyooley,9,0.04
244,Adan Goley,Buurdhuhule,4,0.05
245,Adan Goley,Buurdhuxunle,3,0.02097902097902098
246,Adan Goley,Ceelboon,33,0.10749185667752444
247,Adan Goley,Deynuuny,5,0.07246376811594203
248,Adan Yare,Misra,6,0.0055762081784386614
249,Adc Kulan Yare,Abal,6,0.028985507246376812
250,Adc Kulan Yare,Boonkaay,6,0.16666666666666666
251,Adc Kulan Yare,Buli hawo,7,1.0
252,Adc Kulan Yare,Buulo-Gomor,5,0.07462686567164178
253,Adc Kulan Yare,Kurji,10,0.5555555555555556
254,Adc Kulan Yare,Walamooy,4,0.125
255,Adc Kulan Yare,Xafata,3,0.027777777777777776
256,Adc-1,Tugaar hoose,17,1.0
257,Adc-2 Towfiiq,Garsaaley,5,0.018656716417910446
258,Adc-2 Towfiiq,Korinbood,8,1.0
259,Adc-3,Adable Ade,3,0.5
260,Adc-3,Barari,9,1.0
261,Adc-3,Boonkaay,6,0.16666666666666666
262,Adc-3,Goof Gaduud Buuray,5,0.02127659574468085
263,Adc-3,Oofllaw,6,1.0
264,Adc-3,Uffurow,4,0.0038684719535783366
265,Adc-3,Weelwaanre,4,0.3333333333333333
266,Adc-4,Goofmarer,4,1.0
267,Adc-4,Uffurow,2,0.0019342359767891683
268,Adc-5,Abaalbarbari,4,0.046511627906976744
269,Adc-5,Banow,4,0.05194805194805195
270,Adc-5,Doloow,3,1.0
271,Adc-5,Gurbaan,8,0.005063291139240506
272,Adc-5,Mareeray,2,1.0
273,Adc-5,Tugeerhoos,5,0.038461538461538464
274,Adc-5,Uffurow,14,0.013539651837524178
275,Adc-5,Ufurow,3,0.002680965147453083
276,Aden cade camp,Alkawsar ,12,0.06315789473684211
277,Aden cade camp,Ceel ahmed,12,0.75
278,Adimola,Janaale,17,0.012108262108262107
279,Adna,Basra,10,0.03389830508474576
280,Adna,faaydhuxul,11,1.0
281,Aduuley,Sabiib iyo caanoole,20,0.06993006993006994
282,Af Ade,Awdheegle,15,0.011177347242921014
283,Afgooy,Jawarey,11,0.6470588235294118
284,Afgooye,Afgooye,4,0.037037037037037035
285,Afgooye,Afgoye village,32,1.0
286,Afgooye,Afgoye village ,19,1.0
287,Afgooye,Lehelow village,6,0.14634146341463414
288,Afgoye,Bariire,23,0.03758169934640523
289,Aflaawe Camp,Awdhegle,18,0.04054054054054054
290,Aflax,Wel mareer,30,1.0
291,Afrax / Kam Barwaaqo,Adan Yabaal,5,0.008403361344537815
292,Afrax / Kam Barwaaqo,Balcad ,8,0.0311284046692607
293,Afrax / Kam Barwaaqo,Bula burte,8,0.36363636363636365
294,Afrax / Kam Barwaaqo,Ceel barde,2,0.25
295,Afrax / Kam Barwaaqo,Ceel buur,16,0.48484848484848486
296,Afrax / Kam Barwaaqo,Elbuur,3,1.0
297,Afrax / Kam Barwaaqo,Jawhar ,7,0.07865168539325842
298,Afuug miirow,Saakow,3,0.003937007874015748
299,Agaar Weeyne,Garasale,10,1.0
300,Agoonkoris,Goloole,15,0.8333333333333334
301,Agoonkoris,Janaale,31,0.02207977207977208
302,Ahlu Kheyr,Farxaano,33,0.16176470588235295
303,Ahlu Kheyr,Yaq bariweyne,25,0.08012820512820513
304,Ahmadey Gulan,Buulo samoow,25,1.0
305,Ahmed Bin Xambal,Bula xaji ,4,0.08163265306122448
306,Ahmed Bin Xambal,Bula yaaq ,11,0.4782608695652174
307,Ahmed Bin Xambal,Koban,1,0.009433962264150943
308,Ahmed Bin Xambal,Masagirow,3,0.25
309,Ahmed Bin Xambal,Masagirow ,1,0.02631578947368421
310,Ahmed Bin Xambal,Mashaqo ,1,0.02040816326530612
311,Ajuuran,Balet weyne,6,0.3333333333333333
312,Ajuuran,Baydhabo,12,0.09375
313,Akaro, Dhaay dheere village ,3,1.0
314,Akaro,Barqaylo village in rural ,7,1.0
315,Akaro,Bohol yaxaas village ,20,0.30303030303030304
316,Akaro,Bula qaanjeer village,10,1.0
317,Akaro,Buur bakaaro village ,10,0.45454545454545453
318,Akaro,Ceelboon village ,11,0.3235294117647059
319,Akaro,Dhukeey village ,3,1.0
320,Akaro,Garboolow village ,5,0.3125
321,Akaro,Qaydar suuboow village in rural ,6,1.0
322,Akaro,Qoondhood village ,7,1.0
323,Akaro,Qurac dameer village ,9,0.28125
324,Akaro,Shatilow village ,15,0.8333333333333334
325,Akaro,Tula barwaqo village ,8,0.5714285714285714
326,Al Aamin,Barkadle 2,6,0.03208556149732621
327,Al Aamin IDP,Buusaar,28,0.052336448598130844
328,Al Aamin IDP,Luuq ganaane,18,0.2903225806451613
329,Al Aamin IDP,Raaxoole,50,0.03641660597232338
330,Al Amin,Calka boholay,12,1.0
331,Al Amin,Canoyaskax,18,1.0
332,Al Amin,Cergaabo,6,0.3333333333333333
333,Al Amin,Shabeelle,12,1.0
334,Al Halim,Manaas,19,0.2261904761904762
335,Al Ikraan,Sabiib,40,0.024242424242424242
336,Al Ikraan,Shalambood,37,0.42045454545454547
337,Al Ixsan,Barwaaqo,15,0.1271186440677966
338,Al Kharas,Awdhigle,43,0.08902691511387163
339,Al Kheyr,Jambalul,6,0.024291497975708502
340,Al Nacim,Janaale,22,0.01566951566951567
341,Al Nasiib,Awdigle,30,0.08426966292134831
342,Al Nasiib,Basro,30,0.05328596802841918
343,Al Nasiib,Farxane,30,0.625
344,Al Nasri,Awdhiigle,34,0.08831168831168831
345,Al Nasri,Buley Xarabo,31,0.4696969696969697
346,Al Nasri,Janale,35,0.0457516339869281
347,Al Nasri,Wadajir,18,0.10465116279069768
348,Al Nuur,Awdegle,24,0.18045112781954886
349,Al Nuur,Biriweyne,19,1.0
350,Al Nuur2,Awdigle,26,0.07303370786516854
351,Al Qafar,Dag wariri,32,1.0
352,Al Qahar,Mursal,34,1.0
353,Al Qaras,Awsiine,4,0.4
354,Al Qaras,Biyooley,3,0.013333333333333334
355,Al Qaras,Kurman,6,0.0076726342710997444
356,Al Qaras,Misra,9,0.008364312267657992
357,Al Qaras,Saakow,3,0.003937007874015748
358,Al Qaras,Shibeelow,2,0.003424657534246575
359,Al Qaras,Tugeerhoos,6,0.046153846153846156
360,Al Qaras,Uffurow,4,0.0038684719535783366
361,Al Rahma,Aboorey,20,0.044543429844097995
362,Al Rahma,Alifow,14,0.043209876543209874
363,Al Rahma,Alkawsar ,13,0.06842105263157895
364,Al Rahma,Awdheegle,20,0.014903129657228018
365,Al Rahma,Bariire,25,0.04084967320261438
366,Al Rahma,Caanoole,16,0.02077922077922078
367,Al Rahma,Jambalul,10,0.04048582995951417
368,Al Rahma,Jambaluul,21,0.041916167664670656
369,Al Rahma,Moqokori,18,0.05921052631578947
370,Al Rahma,Sabiib and caanoole,31,0.06126482213438735
371,Al Rahma,Xawaadley,21,0.07664233576642336
372,Al- Kheir,Towfiiq,14,0.175
373,Al- Kheir,Yaq bariweyne,36,0.11538461538461539
374,Al-Baraka 2,Hawal bar bari,14,1.0
375,Al-Furqan 1,Qansaxdheere,10,0.07936507936507936
376,Al-Furqan-2,Esow,4,0.018779342723004695
377,Al-Furqan-2,Uffurow,9,0.008704061895551257
378,Al-Furqan-3,Awdinle,20,0.02932551319648094
379,Al-Furqan-3,Goof Gaduud Buuray,3,0.01276595744680851
380,Al-Furqan-3,Shibeelow,4,0.00684931506849315
381,Al-Furqan-3,Uffurow,5,0.004835589941972921
382,Al-Furqan-3,Xudur ,5,0.05102040816326531
383,Al-Khaf,Booscaduun,13,0.52
384,Al-Naciim,Janaale,34,0.024216524216524215
385,Al-Nuur,Bulo marer,30,1.0
386,Al-aamin,Balet hawo ,15,1.0
387,Al-aamin,Caracase ,82,0.04786923525977817
388,Al-aamin,Funujo ,32,0.04395604395604396
389,Al-aamin,Gadondhawe ,70,0.07865168539325842
390,Al-aamin,Warsheeq ,28,1.0
391,Al-aamin,Warsheeq Makala ,30,1.0
392,Al-aamin,Wax qabad dagdag ah ayey ubaahan yihiin dadweynaha ,15,1.0
393,Al-aamin,Yusuf jexaay ,48,0.10933940774487472
394,Al-amin,Al-amin,107,1.0
395,Al-amin,Awjiki,10,0.625
396,Al-amin,Ban Reer,10,0.23809523809523808
397,Al-amin,Bun-beegay ,5,1.0
398,Al-amin,Buulo Barake,13,0.1092436974789916
399,Al-amin,Dhar Gubey,9,0.08181818181818182
400,Al-amin,Haaway qeremay,6,1.0
401,Al-amin,Horgoyta,8,0.08791208791208792
402,Al-amin,Labi-foorar,7,0.25
403,Ala Weyn,Balad Amiin,20,1.0
404,Alaa Kariim,Mareerey,23,0.05778894472361809
405,Alaf Doon,Janaale,27,0.019230769230769232
406,Alanbuur,Cabdi cali,8,0.3333333333333333
407,Alanbuur,barwaqo,7,0.2413793103448276
408,Alasuge,Awdinle,19,0.02785923753665689
409,Alasuge,Canole,13,0.06951871657754011
410,Alasuge,Xawaadley,20,0.072992700729927
411,Alawayn,Balcad,16,0.37209302325581395
412,Alawayn,Buulow,9,0.5294117647058824
413,Alaziz,Awdhigle,35,0.07246376811594203
414,Albaraka,Babaylow,12,0.17142857142857143
415,Albaraka,Buulo-Caday,14,0.0498220640569395
416,Albaraka,Buusaar,36,0.06728971962616823
417,Albaraka,Dhagaajo,11,0.44
418,Albaraka,Halkaanto,30,0.410958904109589
419,Albaraka,Liimoole,42,0.1510791366906475
420,Albaraka,Mataano,49,0.17192982456140352
421,Albaraka,Raaxoole,65,0.04734158776402039
422,Albaraka,Shanqalow,18,0.07171314741035857
423,Albaraka,Xamari,13,0.06666666666666667
424,Albaraka,caanoole,36,0.09498680738786279
425,Albaraka,shanqalow,30,0.09404388714733543
426,Albaraka,warsaamale,93,0.34962406015037595
427,Ale Qabe,Alle Qabe village,25,1.0
428,Ale Qabe,Alle Qabe village ,23,1.0
429,Ale Qabe,Towsile  village,8,1.0
430,Alfatax,Barbaar,6,1.0
431,Alfurqan,Buula sheikh,23,0.21100917431192662
432,Alfurqan,Mahadaay,23,0.359375
433,Alhamdullahi,Abaq talaal,24,1.0
434,Ali Kheir,Xawal barbaare,20,1.0
435,Alihsan,Gashaan,10,1.0
436,Alindi,Balbaley,34,0.1574074074074074
437,Aliyow Baarow,wargaabo,10,1.0
438,Aliyow Keerow,Baarsaare,8,0.03508771929824561
439,Aliyow Keerow,Jawaarey,10,0.21739130434782608
440,Aliyow Keerow,Kurman,8,0.010230179028132993
441,Aliyow Keerow,Uffurow,6,0.005802707930367505
442,Aliyow Marayle,Bakal eding,7,1.0
443,Aliyow Marayle,Diinsoor,5,0.0057273768613974796
444,Aliyow mad araale,Aliyow mad araale,50,0.9090909090909091
445,Aliyow mad araale,Beled Amin,3,0.07142857142857142
446,Aliyow mad araale,Buulo Abag,9,0.04186046511627907
447,Aliyow mad araale,Esow,7,0.03286384976525822
448,Aliyow mad araale,Garas muud ,11,1.0
449,Aliyow mad araale,Hagaray,8,0.13333333333333333
450,Aliyow mad araale,Labi-foorar,12,0.42857142857142855
451,Aliyow mad araale,Sarta,27,0.5625
452,Aliyow mad araale,Tosi libee ,4,1.0
453,Alkamar,Yaq bariweyne,33,0.10576923076923077
454,Alkhaliif,Al kowthar ,20,0.43478260869565216
455,Alkhayraat,Bardadawaco,12,1.0
456,Alkhayraat,Cuun,18,0.6
457,Alkhayraat,Geedbuur,6,1.0
458,Alkhayraat,Maqalaly,6,1.0
459,Alkhayraat,Xaarxaar,12,1.0
460,All Xamdu,Baidoa ,5,0.03571428571428571
461,All Xamdu,Barkadle 2,3,0.016042780748663103
462,All Xamdu,Ideed wanle,4,1.0
463,All Xamdu,Iskirii IDP,4,0.14814814814814814
464,Alla Aaamin Indhoolayaasha,Awdinle,6,0.008797653958944282
465,Alla Aaamin Indhoolayaasha,Danbaley,3,0.5
466,Alla Aaamin Indhoolayaasha,Daynuunay ,5,0.021834061135371178
467,Alla Aaamin Indhoolayaasha,Gurbaan,4,0.002531645569620253
468,Alla Aaamin Indhoolayaasha,Kurman,4,0.005115089514066497
469,Alla Aaamin Indhoolayaasha,Moolamad,8,0.21621621621621623
470,Alla Aaamin Indhoolayaasha,Moolamad ,3,0.025210084033613446
471,Alla Aaamin Indhoolayaasha,Qasalow,9,1.0
472,Alla Aamin,Bangaley,21,1.0
473,Alla Aamin1,Buq gosaar,3,1.0
474,Alla Aamin1,Ethiopia,38,0.010850942318675044
475,Alla Aamin1,baadikeen,10,0.5263157894736842
476,Alla Aamin1,burdho,4,0.13333333333333333
477,Alla Aamin1,caloola cad,4,0.19047619047619047
478,Alla Aamin1,ceel cali,3,0.09375
479,Alla Aamin1,ceelka baar,4,0.17391304347826086
480,Alla Aamin1,doonkudle,5,0.4166666666666667
481,Alla Aamin1,kabxanleey,10,0.5263157894736842
482,Alla Aamin1,luuq jeloow,10,0.7692307692307693
483,Alla Aamin1,mcaan qaale,6,1.0
484,Alla Aamin1,qurac joome,8,1.0
485,Alla Aamin1,xaaji nuur,5,0.23809523809523808
486,Alla Amin,Laandheer,31,0.09117647058823529
487,Alla Qadari,Misra,25,0.023234200743494422
488,Alla Tuug,Aadan yabaale ,30,0.1477832512315271
489,Alla Tuug,Bardheere,5,0.2631578947368421
490,Alla Tuug,Bula burte,6,0.2727272727272727
491,Alla Tuug,Bullo burte,3,1.0
492,Alla Tuug,Cadale,13,0.21666666666666667
493,Alla Tuug,Ceel dheer,12,0.23076923076923078
494,Alla Tuug,Ceel dheer.,7,1.0
495,Alla Tuug,Qansaxdhere,4,0.3076923076923077
496,Alla Tuug,Qasax  dheere,6,1.0
497,Alla Tuug,Qoryoley ,8,0.3076923076923077
498,Alla Tuug,Wanlaweyn,6,0.5454545454545454
499,Alla tuug,Balcaano and Eji,18,1.0
500,Alla tuug,Bangoronyo and bayaxaaw ,25,1.0
501,Alla tuug,Burhakabo ,5,0.38461538461538464
502,Alla tuug,Ganboole and Bangoronyo,49,1.0
503,Alla tuug,Ganboole and bayaxaaw ,26,1.0
504,Alla tuug,Jaqaay,26,1.0
505,Alla tuug,Jawaay and bayaxaaw ,40,1.0
506,Alla tuug,Jaway,26,1.0
507,Alla tuug,Jawhar ,4,0.0449438202247191
508,Alla tuug,Lebiga,32,0.04081632653061224
509,Alla tuug,Moorigubad and Bangoronyo,37,1.0
510,Alla tuug,Primo zendo ,40,0.3508771929824561
511,Alla tuug,Qararaf and balcaano ,34,1.0
512,Alla tuug,Qoryole,3,0.23076923076923078
513,Alla'Aamin 1,Beyra,18,0.375
514,Alla'Aamin 1,Bilcil,12,1.0
515,Alla'Aamin 1,Bursaalax,12,0.2
516,Alla'Aamin 1,Cagaaran,6,0.058823529411764705
517,Alla'Aamin 1,Dhagaxyacade,6,1.0
518,Alla'Aamin 1,Garsoor,24,0.06153846153846154
519,Alla'Aamin 1,Israc,42,0.1794871794871795
520,Alla'Aamin 1,Magacley,6,1.0
521,Alla'Aamin 1,Qoryooley,12,0.038834951456310676
522,Alla'Aamin 1,Xerojalle,6,0.3333333333333333
523,Alla-Amin,Awdinle,14,0.020527859237536656
524,Alla-Amin,Banreera,5,0.5
525,Alla-Amin,Buula Fulay,3,0.15
