,Drought,Eviction,Conflict,Flood,Other
0,0.6724300534423138,0.017604526878340146,0.25746620559572464,0.03740961961647281,0.015089594467148696
1,0.8849418421879912,0.01634706067274442,0.08770826784030179,0.009116629990569003,0.001886199308393587
2,0.9610185476265325,0.0022005658597925182,0.0292360892801006,0.007544797233574348,0.0
3,0.9688777114115058,0.0012574662055957245,0.023577491354919836,0.006287331027978623,0.0
4,0.9842816724300535,0.0,0.012260295504558314,0.0034580320653882428,0.0
