ADM2CD_c,HASC_0,HASC_1,HASC_2,GAUL_0,GAUL_1,GAUL_2,SOVEREIGN,NAM_1_GAUL,NAM_1_STAT,NAM_1_SRCE,NAM_1_NTVE,NAM_1_WIKI,P_CODE_1,P_CODE_1_t,P_NAME_1,ADM1CD,ADM1CD_t,ADM1NM,NAM_2_GAUL,NAM_2_STAT,NAM_2_SRCE,NAM_2_NTVE,NAM_2_WIKI,P_CODE_2,P_CODE_2_t,P_NAME_2,ADM2CD,ADM2CD_t,ADM2NM,P_DATE,SALB_DATE,P_CODE_2_c,P_CODE_1_c
CHN001006,CN,CN.AH,,147295,898,12984,CHN,Anhui Sheng,Anhui,,,,CN034,,Anhui Province,,CHN001,,Hefei,,,,,CN034070,,Hefei,,CHN001006,,2020-09-10,,CN034070,CN034
CHN001002,CN,CN.AH,,147295,898,12986,CHN,Anhui Sheng,Anhui,,,,CN034,,Anhui Province,,CHN001,,Bengbu,,,,,CN034020,,Bengbu,,CHN001002,,2020-09-10,,CN034020,CN034
CHN001008,CN,CN.AH,,147295,898,12987,CHN,Anhui Sheng,Anhui,,,,CN034,,Anhui Province,,CHN001,,Huainan,,,,,CN034090,,Huainan,,CHN001008,,2020-09-10,,CN034090,CN034
CHN001007,CN,CN.AH,,147295,898,12989,CHN,Anhui Sheng,Anhui,,,,CN034,,Anhui Province,,CHN001,,Huaibei,,,,,CN034080,,Huaibei,,CHN001007,,2020-09-10,,CN034080,CN034
CHN001012,CN,CN.AH,,147295,898,12994,CHN,Anhui Sheng,Anhui,,,,CN034,,Anhui Province,,CHN001,,Name Unknown,,,,,,CN034002,,,CHN001012,,2020-09-10,,CN034002,CN034
CHN001013,CN,CN.AH,,147295,898,12995,CHN,Anhui Sheng,Anhui,,,,CN034,,Anhui Province,,CHN001,,Suzhou,,,,,CN034130,,Suzhou,,CHN001013,,2020-09-10,,CN034130,CN034
CHN010001,CN,CN.HB,,147295,907,13080,CHN,Hebei Sheng,Hebei,,,,CN013,,Hebei Province,,CHN010,,Baoding,,,,,CN013010,,Baoding,,CHN010001,,2020-09-10,,CN013010,CN013
CHN010002,CN,CN.HB,,147295,907,13083,CHN,Hebei Sheng,Hebei,,,,CN013,,Hebei Province,,CHN010,,Cangzhou,,,,,CN013020,,Cangzhou,,CHN010002,,2020-09-10,,CN013020,CN013
CHN010006,CN,CN.HB,,147295,907,13084,CHN,Hebei Sheng,Hebei,,,,CN013,,Hebei Province,,CHN010,,Langfang,,,,,CN013060,,Langfang,,CHN010006,,2020-09-10,,CN013060,CN013
CHN010005,CN,CN.HB,,147295,907,13085,CHN,Hebei Sheng,Hebei,,,,CN013,,Hebei Province,,CHN010,,Hengshui,,,,,CN013050,,Hengshui,,CHN010005,,2020-09-10,,CN013050,CN013
CHN012009,CN,CN.HE,,147295,909,13107,CHN,Henan Sheng,Henan,,,,CN041,,Henan Province,,CHN012,,Puyang,,,,,CN041100,,Puyang,,CHN012009,,2020-09-10,,CN041100,CN041
CHN012011,CN,CN.HE,,147295,909,13112,CHN,Henan Sheng,Henan,,,,CN041,,Henan Province,,CHN012,,Shangqiu,,,,,CN041120,,Shangqiu,,CHN012011,,2020-09-10,,CN041120,CN041
CHN011003,CN,CN.HL,,147295,908,13086,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Harbin,,,,,CN023030,,Harbin,,CHN011003,,2020-09-10,,CN023030,CN023
CHN011009,CN,CN.HL,,147295,908,13087,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Qiqihar,,,,,CN023090,,Qiqihar,,CHN011009,,2020-09-10,,CN023090,CN023
CHN011001,CN,CN.HL,,147295,908,13091,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Daqing,,,,,CN023010,,Daqing,,CHN011001,,2020-09-10,,CN023010,CN023
CHN011013,CN,CN.HL,,147295,908,13092,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Yichun,,,,,CN023130,,Yichun,,CHN011013,,2020-09-10,,CN023130,CN023
CHN011010,CN,CN.HL,,147295,908,13094,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Qitaihe,,,,,CN023100,,Qitaihe,,CHN011010,,2020-09-10,,CN023100,CN023
CHN011008,CN,CN.HL,,147295,908,13095,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Mudanjiang,,,,,CN023080,,Mudanjiang,,CHN011008,,2020-09-10,,CN023080,CN023
CHN011005,CN,CN.HL,,147295,908,13096,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Heihe,,,,,CN023050,,Heihe,,CHN011005,,2020-09-10,,CN023050,CN023
CHN011012,CN,CN.HL,,147295,908,13097,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Suihua,,,,,CN023120,,Suihua,,CHN011012,,2020-09-10,,CN023120,CN023
CHN011002,CN,CN.HL,,147295,908,13098,CHN,Heilongjiang Sheng,Heilongjiang,,,,CN023,,Heilongjiang Province,,CHN011,,Daxing'anling,,,,,CN023020,,Daxinganling Prefecture,,CHN011002,,2020-09-10,,CN023020,CN023
CHN017003,CN,CN.JL,,147295,915,13168,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Changchun,,,,,CN022030,,Changchun,,CHN017003,,2020-09-10,,CN022030,CN022
CHN017004,CN,CN.JL,,147295,915,13169,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Jilin,,,,,CN022040,,Jilin,,CHN017004,,2020-09-10,,CN022040,CN022
CHN017006,CN,CN.JL,,147295,915,13170,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Siping,,,,,CN022060,,Siping,,CHN017006,,2020-09-10,,CN022060,CN022
CHN017005,CN,CN.JL,,147295,915,13171,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Liaoyuan,,,,,CN022050,,Liaoyuan,,CHN017005,,2020-09-10,,CN022050,CN022
CHN017008,CN,CN.JL,,147295,915,13172,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Tonghua,,,,,CN022080,,Tonghua,,CHN017008,,2020-09-10,,CN022080,CN022
CHN017002,CN,CN.JL,,147295,915,13173,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Baishan,,,,,CN022020,,Baishan,,CHN017002,,2020-09-10,,CN022020,CN022
CHN017007,CN,CN.JL,,147295,915,13174,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Songyuan,,,,,CN022070,,Songyuan,,CHN017007,,2020-09-10,,CN022070,CN022
CHN017001,CN,CN.JL,,147295,915,13175,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Baicheng,,,,,CN022010,,Baicheng,,CHN017001,,2020-09-10,,CN022010,CN022
CHN017009,CN,CN.JL,,147295,915,13176,CHN,Jilin Sheng,Jilin,,,,CN022,,Jilin Province,,CHN017,,Yanbian Korean,,,,,,CN022001,,,CHN017009,,2020-09-10,,CN022001,CN022
CHN018013,CN,CN.LN,,147295,916,13177,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Shenyang,,,,,CN021120,,Shenyang,,CHN018013,,2020-09-10,,CN021120,CN021
CHN018004,CN,CN.LN,,147295,916,13178,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Dalian,,,,,CN021040,,Dalian,,CHN018004,,2020-09-10,,CN021040,CN021
CHN018001,CN,CN.LN,,147295,916,13179,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Anshan,,,,,CN021010,,Anshan,,CHN018001,,2020-09-10,,CN021010,CN021
CHN018006,CN,CN.LN,,147295,916,13180,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Fushun,,,,,CN021060,,Fushun,,CHN018006,,2020-09-10,,CN021060,CN021
CHN018002,CN,CN.LN,,147295,916,13181,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Benxi,,,,,CN021020,,Benxi,,CHN018002,,2020-09-10,,CN021020,CN021
CHN018005,CN,CN.LN,,147295,916,13182,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Dandong,,,,,CN021050,,Dandong,,CHN018005,,2020-09-10,,CN021050,CN021
CHN018011,CN,CN.LN,,147295,916,13184,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Name Unknown,,,,,,CN021001,,,CHN018011,,2020-09-10,,CN021001,CN021
CHN018007,CN,CN.LN,,147295,916,13185,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Fuxin,,,,,CN021070,,Fuxin,,CHN018007,,2020-09-10,,CN021070,CN021
CHN018010,CN,CN.LN,,147295,916,13186,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Liaoyang,,,,,CN021100,,Liaoyang,,CHN018010,,2020-09-10,,CN021100,CN021
CHN018012,CN,CN.LN,,147295,916,13187,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Panjin,,,,,CN021110,,Panjin,,CHN018012,,2020-09-10,,CN021110,CN021
CHN018014,CN,CN.LN,,147295,916,13188,CHN,Liaoning Sheng,Liaoning,,,,CN021,,Liaoning Province,,CHN018,,Tieling,,,,,CN021130,,Tieling,,CHN018014,,2020-09-10,,CN021130,CN021
CHN019012,CN,CN.NM,,147295,917,13196,CHN,Nei Mongol Zizhiqu,Nei Mongol,,,,CN015,,Inner Mongolia Autonomous Region,,CHN019,,Xing'an,,,,,CN015050,,Hinggan League,,CHN019012,,2020-09-10,,CN015050,CN015
CHN023005,CN,CN.SD,,147295,921,13225,CHN,Shandong Sheng,Shandong,,,,CN037,,Shandong Province,,CHN023,,Jinan,,,,,CN037050,,Jinan,,CHN023005,,2020-09-10,,CN037050,CN037
CHN023016,CN,CN.SD,,147295,921,13228,CHN,Shandong Sheng,Shandong,,,,CN037,,Shandong Province,,CHN023,,Zaozhuang,,,,,CN037160,,Zaozhuang,,CHN023016,,2020-09-10,,CN037160,CN037
CHN023006,CN,CN.SD,,147295,921,13232,CHN,Shandong Sheng,Shandong,,,,CN037,,Shandong Province,,CHN023,,Jining,,,,,CN037060,,Jining,,CHN023006,,2020-09-10,,CN037060,CN037
CHN023012,CN,CN.SD,,147295,921,13233,CHN,Shandong Sheng,Shandong,,,,CN037,,Shandong Province,,CHN023,,Tai'an,,,,,CN037120,,Tai'an,,CHN023012,,2020-09-10,,CN037120,CN037
CHN023002,CN,CN.SD,,147295,921,13238,CHN,Shandong Sheng,Shandong,,,,CN037,,Shandong Province,,CHN023,,Dezhou,,,,,CN037020,,Dezhou,,CHN023002,,2020-09-10,,CN037020,CN037
CHN023008,CN,CN.SD,,147295,921,13239,CHN,Shandong Sheng,Shandong,,,,CN037,,Shandong Province,,CHN023,,Liaocheng,,,,,CN037080,,Liaocheng,,CHN023008,,2020-09-10,,CN037080,CN037
CHN023004,CN,CN.SD,,147295,921,13241,CHN,Shandong Sheng,Shandong,,,,CN037,,Shandong Province,,CHN023,,Heze,,,,,CN037040,,Heze,,CHN023004,,2020-09-10,,CN037040,CN037
CHN027002,CN,CN.TJ,,147295,926,13278,CHN,Tianjin Shi,Tianjin,,,,CN012,,Tianjin Municipality,,CHN027,,Name Unknown,,,,,,CN012002,,,CHN027002,,2020-09-10,,CN012002,CN012
JPN001001,JP,JP.AI,,126,1651,33365,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Aguityoo,,,,,,JP01001,,,JPN001001,,,,JP01001,JP01
JPN001003,JP,JP.AI,,126,1651,33367,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Anzyoosi,,,,,,JP01003,,,JPN001003,,,,JP01003,JP01
JPN001004,JP,JP.AI,,126,1651,33368,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Asahityoo,,,,,,JP01004,,,JPN001004,,,,JP01004,JP01
JPN001005,JP,JP.AI,,126,1651,33369,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Asuketyoo,,,,,,JP01005,,,JPN001005,,,,JP01005,JP01
JPN001007,JP,JP.AI,,126,1651,33371,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Bisaisi,,,,,,JP01007,,,JPN001007,,,,JP01007,JP01
JPN001010,JP,JP.AI,,126,1651,33374,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Haruhityoo,,,,,,JP01010,,,JPN001010,,,,JP01010,JP01
JPN001011,JP,JP.AI,,126,1651,33375,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Hatikaimura,,,,,,JP01011,,,JPN001011,,,,JP01011,JP01
JPN001013,JP,JP.AI,,126,1651,33377,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Heewatyoo,,,,,,JP01013,,,JPN001013,,,,JP01013,JP01
JPN001015,JP,JP.AI,,126,1651,33379,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Higasiuratyoo,,,,,,JP01015,,,JPN001015,,,,JP01015,JP01
JPN001016,JP,JP.AI,,126,1651,33380,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Hooraityoo,,,,,,JP01016,,,JPN001016,,,,JP01016,JP01
JPN001017,JP,JP.AI,,126,1651,33381,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Husootyoo,,,,,,JP01017,,,JPN001017,,,,JP01017,JP01
JPN001018,JP,JP.AI,,126,1651,33382,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Huziokatyoo,,,,,,JP01018,,,JPN001018,,,,JP01018,JP01
JPN001019,JP,JP.AI,,126,1651,33383,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Inabutyoo,,,,,,JP01019,,,JPN001019,,,,JP01019,JP01
JPN001020,JP,JP.AI,,126,1651,33384,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Inazawasi,,,,,,JP01020,,,JPN001020,,,,JP01020,JP01
JPN001021,JP,JP.AI,,126,1651,33385,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Inuyamasi,,,,,,JP01021,,,JPN001021,,,,JP01021,JP01
JPN001023,JP,JP.AI,,126,1651,33387,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Itinomiyasi,,,,,,JP01023,,,JPN001023,,,,JP01023,JP01
JPN001024,JP,JP.AI,,126,1651,33388,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Itinomiyatyoo,,,,,,JP01024,,,JPN001024,,,,JP01024,JP01
JPN001025,JP,JP.AI,,126,1651,33389,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Iwakurasi,,,,,,JP01025,,,JPN001025,,,,JP01025,JP01
JPN001026,JP,JP.AI,,126,1651,33390,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Kanietyoo,,,,,,JP01026,,,JPN001026,,,,JP01026,JP01
JPN001027,JP,JP.AI,,126,1651,33391,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Kariyasi,,,,,,JP01027,,,JPN001027,,,,JP01027,JP01
JPN001028,JP,JP.AI,,126,1651,33392,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Kasugaisi,,,,,,JP01028,,,JPN001028,,,,JP01028,JP01
JPN001030,JP,JP.AI,,126,1651,33394,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Kisogawatyoo,,,,,,JP01030,,,JPN001030,,,,JP01030,JP01
JPN001031,JP,JP.AI,,126,1651,33395,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Kisomisakikantakuti,,,,,,JP01031,,,JPN001031,,,,JP01031,JP01
JPN001032,JP,JP.AI,,126,1651,33396,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Kiyosutyoo,,,,,,JP01032,,,JPN001032,,,,JP01032,JP01
JPN001033,JP,JP.AI,,126,1651,33397,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Komakisi,,,,,,JP01033,,,JPN001033,,,,JP01033,JP01
JPN001034,JP,JP.AI,,126,1651,33398,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Koonansi,,,,,,JP01034,,,JPN001034,,,,JP01034,JP01
JPN001037,JP,JP.AI,,126,1651,33401,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Mihamatyoo,,,,,,JP01037,,,JPN001037,,,,JP01037,JP01
JPN001040,JP,JP.AI,,126,1651,33404,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Miwatyoo,,,,,,JP01040,,,JPN001040,,,,JP01040,JP01
JPN001041,JP,JP.AI,,126,1651,33405,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Miyosityoo,,,,,,JP01041,,,JPN001041,,,,JP01041,JP01
JPN001042,JP,JP.AI,,126,1651,33406,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagakutetyoo,,,,,,JP01042,,,JPN001042,,,,JP01042,JP01
JPN001043,JP,JP.AI,,126,1651,33407,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Atutaku,,,,,,JP01043,,,JPN001043,,,,JP01043,JP01
JPN001044,JP,JP.AI,,126,1651,33408,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Higasiku,,,,,,JP01044,,,JPN001044,,,,JP01044,JP01
JPN001045,JP,JP.AI,,126,1651,33409,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Kitaku,,,,,,JP01045,,,JPN001045,,,,JP01045,JP01
JPN001046,JP,JP.AI,,126,1651,33410,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Meetooku,,,,,,JP01046,,,JPN001046,,,,JP01046,JP01
JPN001047,JP,JP.AI,,126,1651,33411,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Midoriku,,,,,,JP01047,,,JPN001047,,,,JP01047,JP01
JPN001048,JP,JP.AI,,126,1651,33412,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Minamiku,,,,,,JP01048,,,JPN001048,,,,JP01048,JP01
JPN001049,JP,JP.AI,,126,1651,33413,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Minatoku,,,,,,JP01049,,,JPN001049,,,,JP01049,JP01
JPN001050,JP,JP.AI,,126,1651,33414,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Mizuhoku,,,,,,JP01050,,,JPN001050,,,,JP01050,JP01
JPN001051,JP,JP.AI,,126,1651,33415,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Moriyamaku,,,,,,JP01051,,,JPN001051,,,,JP01051,JP01
JPN001052,JP,JP.AI,,126,1651,33416,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Nakagawaku,,,,,,JP01052,,,JPN001052,,,,JP01052,JP01
JPN001053,JP,JP.AI,,126,1651,33417,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Nakaku,,,,,,JP01053,,,JPN001053,,,,JP01053,JP01
JPN001054,JP,JP.AI,,126,1651,33418,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Nakamuraku,,,,,,JP01054,,,JPN001054,,,,JP01054,JP01
JPN001055,JP,JP.AI,,126,1651,33419,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Nisiku,,,,,,JP01055,,,JPN001055,,,,JP01055,JP01
JPN001056,JP,JP.AI,,126,1651,33420,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Syoowaku,,,,,,JP01056,,,JPN001056,,,,JP01056,JP01
JPN001057,JP,JP.AI,,126,1651,33421,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Tenpakuku,,,,,,JP01057,,,JPN001057,,,,JP01057,JP01
JPN001058,JP,JP.AI,,126,1651,33422,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nagoyasi_Tikusaku,,,,,,JP01058,,,JPN001058,,,,JP01058,JP01
JPN001059,JP,JP.AI,,126,1651,33423,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nisibiwazimatyoo,,,,,,JP01059,,,JPN001059,,,,JP01059,JP01
JPN001060,JP,JP.AI,,126,1651,33424,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nisiharutyoo,,,,,,JP01060,,,JPN001060,,,,JP01060,JP01
JPN001062,JP,JP.AI,,126,1651,33426,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nissinsi,,,,,,JP01062,,,JPN001062,,,,JP01062,JP01
JPN001063,JP,JP.AI,,126,1651,33427,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Nukatatyoo,,,,,,JP01063,,,JPN001063,,,,JP01063,JP01
JPN001064,JP,JP.AI,,126,1651,33428,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Obaramura,,,,,,JP01064,,,JPN001064,,,,JP01064,JP01
JPN001065,JP,JP.AI,,126,1651,33429,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Okazakisi,,,,,,JP01065,,,JPN001065,,,,JP01065,JP01
JPN001066,JP,JP.AI,,126,1651,33430,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Oobusi,,,,,,JP01066,,,JPN001066,,,,JP01066,JP01
JPN001067,JP,JP.AI,,126,1651,33431,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Oogutityoo,,,,,,JP01067,,,JPN001067,,,,JP01067,JP01
JPN001068,JP,JP.AI,,126,1651,33432,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Ooharutyoo,,,,,,JP01068,,,JPN001068,,,,JP01068,JP01
JPN001070,JP,JP.AI,,126,1651,33434,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Owariasahisi,,,,,,JP01070,,,JPN001070,,,,JP01070,JP01
JPN001071,JP,JP.AI,,126,1651,33435,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Saorityoo,,,,,,JP01071,,,JPN001071,,,,JP01071,JP01
JPN001072,JP,JP.AI,,126,1651,33436,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Sayatyoo,,,,,,JP01072,,,JPN001072,,,,JP01072,JP01
JPN001073,JP,JP.AI,,126,1651,33437,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Setosi,,,,,,JP01073,,,JPN001073,,,,JP01073,JP01
JPN001074,JP,JP.AI,,126,1651,33438,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Sibbootyoo,,,,,,JP01074,,,JPN001074,,,,JP01074,JP01
JPN001075,JP,JP.AI,,126,1651,33439,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Sikatutyoo,,,,,,JP01075,,,JPN001075,,,,JP01075,JP01
JPN001076,JP,JP.AI,,126,1651,33440,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Simoyamamura,,,,,,JP01076,,,JPN001076,,,,JP01076,JP01
JPN001077,JP,JP.AI,,126,1651,33441,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Sinkawatyoo,,,,,,JP01077,,,JPN001077,,,,JP01077,JP01
JPN001078,JP,JP.AI,,126,1651,33442,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Sinsirosi,,,,,,JP01078,,,JPN001078,,,,JP01078,JP01
JPN001079,JP,JP.AI,,126,1651,33443,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Sitaratyoo,,,,,,JP01079,,,JPN001079,,,,JP01079,JP01
JPN001080,JP,JP.AI,,126,1651,33444,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Sobuetyoo,,,,,,JP01080,,,JPN001080,,,,JP01080,JP01
JPN001082,JP,JP.AI,,126,1651,33446,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Takahamasi,,,,,,JP01082,,,JPN001082,,,,JP01082,JP01
JPN001084,JP,JP.AI,,126,1651,33448,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tatutamura,,,,,,JP01084,,,JPN001084,,,,JP01084,JP01
JPN001085,JP,JP.AI,,126,1651,33449,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tiryuusi,,,,,,JP01085,,,JPN001085,,,,JP01085,JP01
JPN001086,JP,JP.AI,,126,1651,33450,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Titasi,,,,,,JP01086,,,JPN001086,,,,JP01086,JP01
JPN001087,JP,JP.AI,,126,1651,33451,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tobisimamura,,,,,,JP01087,,,JPN001087,,,,JP01087,JP01
JPN001088,JP,JP.AI,,126,1651,33452,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tokonamesi,,,,,,JP01088,,,JPN001088,,,,JP01088,JP01
JPN001089,JP,JP.AI,,126,1651,33453,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tomiyamamura,,,,,,JP01089,,,JPN001089,,,,JP01089,JP01
JPN001090,JP,JP.AI,,126,1651,33454,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tooeetyoo,,,,,,JP01090,,,JPN001090,,,,JP01090,JP01
JPN001091,JP,JP.AI,,126,1651,33455,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Toogootyoo,,,,,,JP01091,,,JPN001091,,,,JP01091,JP01
JPN001092,JP,JP.AI,,126,1651,33456,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tookaisi,,,,,,JP01092,,,JPN001092,,,,JP01092,JP01
JPN001093,JP,JP.AI,,126,1651,33457,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Toyoakesi,,,,,,JP01093,,,JPN001093,,,,JP01093,JP01
JPN001096,JP,JP.AI,,126,1651,33460,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Toyonemura,,,,,,JP01096,,,JPN001096,,,,JP01096,JP01
JPN001097,JP,JP.AI,,126,1651,33461,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Toyotasi,,,,,,JP01097,,,JPN001097,,,,JP01097,JP01
JPN001098,JP,JP.AI,,126,1651,33462,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Toyoyamatyoo,,,,,,JP01098,,,JPN001098,,,,JP01098,JP01
JPN001099,JP,JP.AI,,126,1651,33463,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tugumura,,,,,,JP01099,,,JPN001099,,,,JP01099,JP01
JPN001100,JP,JP.AI,,126,1651,33464,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tukudemura,,,,,,JP01100,,,JPN001100,,,,JP01100,JP01
JPN001101,JP,JP.AI,,126,1651,33465,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Tusimasi,,,,,,JP01101,,,JPN001101,,,,JP01101,JP01
JPN001102,JP,JP.AI,,126,1651,33466,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Yatomityoo,,,,,,JP01102,,,JPN001102,,,,JP01102,JP01
JPN001103,JP,JP.AI,,126,1651,33467,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Zimokuzityoo,,,,,,JP01103,,,JPN001103,,,,JP01103,JP01
JPN001104,JP,JP.AI,,126,1651,33468,JPN,Aiti,Aichi,,,,,JP01,,,JPN001,,Zyuusiyamamura,,,,,,JP01104,,,JPN001104,,,,JP01104,JP01
