ADM2CD_c,HASC_0,HASC_1,HASC_2,GAUL_0,GAUL_1,GAUL_2,SOVEREIGN,NAM_1_GAUL,NAM_1_STAT,NAM_1_SRCE,NAM_1_NTVE,NAM_1_WIKI,P_CODE_1,P_CODE_1_t,P_NAME_1,ADM1CD,ADM1CD_t,ADM1NM,NAM_2_GAUL,NAM_2_STAT,NAM_2_SRCE,NAM_2_NTVE,NAM_2_WIKI,P_CODE_2,P_CODE_2_t,P_NAME_2,ADM2CD,ADM2CD_t,ADM2NM,P_DATE,SALB_DATE,P_CODE_2_c,P_CODE_1_c
MNG08422,MN,,,0,0,0,MNG,,,,,,MN84,,Khovd,MNG084,,Khovd,,,,,,MN8422,,Zereg,MNG08422,,Zereg,2020-10-19,2020-01-01,MN8422,MN84
MNG06704,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6704,,Alag-Erdene,MNG06704,,Alag-Erdene,2020-10-19,2020-01-01,MN6704,MN67
MNG06707,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6707,,Arbulag,MNG06707,,Arbulag,2020-10-19,2020-01-01,MN6707,MN67
MNG06710,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6710,,Bayanzu'rx,MNG06710,,Bayanzürkh,2020-10-19,2020-01-01,MN6710,MN67
MNG06713,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6713,,Bu'rentogtox,MNG06713,,Bürentogtokh,2020-10-19,2020-01-01,MN6713,MN67
MNG06761,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6761,,Chandmani-O'ndor,MNG06761,,Chandmani-Öndör,2020-10-19,2020-01-01,MN6761,MN67
MNG06767,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6767,,Erdenebulgan,MNG06767,,Erdenebulgan,2020-10-19,2020-01-01,MN6767,MN67
MNG06716,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6716,,Galt,MNG06716,,Galt,2020-10-19,2020-01-01,MN6716,MN67
MNG06722,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6722,,Ix-Uul,MNG06722,,Ikh-Uul,2020-10-19,2020-01-01,MN6722,MN67
MNG06719,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6719,,Jargalant,MNG06719,,Jargalant,2020-10-19,2020-01-01,MN6719,MN67
MNG06746,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6746,,Xanx,MNG06746,,Khankh,2020-10-19,2020-01-01,MN6746,MN67
MNG06701,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6701,,Mo'ron,MNG06701,,Mörön,2020-10-19,2020-01-01,MN6701,MN67
MNG06725,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6725,,Rashaant,MNG06725,,Rashaant,2020-10-19,2020-01-01,MN6725,MN67
MNG06728,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6728,,Renchinlxu'mbe,MNG06728,,Renchinlkhümbe,2020-10-19,2020-01-01,MN6728,MN67
MNG06764,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6764,,Shine-Ider,MNG06764,,Shine-Ider,2020-10-19,2020-01-01,MN6764,MN67
MNG06731,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6731,,Tarialan,MNG06731,,Tarialan,2020-10-19,2020-01-01,MN6731,MN67
MNG06737,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6737,,To'morbulag,MNG06737,,Tömörbulag,2020-10-19,2020-01-01,MN6737,MN67
MNG06734,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6734,,Tosoncengel,MNG06734,,Tosontsengel,2020-10-19,2020-01-01,MN6734,MN67
MNG06752,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6752,,Cagaan-Uul,MNG06752,,Tsagaan-Uul,2020-10-19,2020-01-01,MN6752,MN67
MNG06755,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6755,,Cagaan-U'ur,MNG06755,,Tsagaan-Üür,2020-10-19,2020-01-01,MN6755,MN67
MNG06749,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6749,,Cagaannuur,MNG06749,,Tsagaannuur,2020-10-19,2020-01-01,MN6749,MN67
MNG06758,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6758,,Cecerleg,MNG06758,,Tsetserleg,2020-10-19,2020-01-01,MN6758,MN67
MNG06740,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6740,,Tu'nel,MNG06740,,Tünel,2020-10-19,2020-01-01,MN6740,MN67
MNG06743,MN,,,0,0,0,MNG,,,,,,MN67,,Khovsgol,MNG067,,Khövsgöl,,,,,,MN6743,,Ulaan uul,MNG06743,,Ulaan-Uul,2020-10-19,2020-01-01,MN6743,MN67
MNG04607,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4607,,Bayan-Ovoo,MNG04607,,Bayan-Ovoo,2020-10-19,2020-01-01,MN4607,MN46
MNG04604,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4604,,Bayandalai,MNG04604,,Bayandalai,2020-10-19,2020-01-01,MN4604,MN46
MNG04610,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4610,,Bulgan,MNG04610,,Bulgan,2020-10-19,2020-01-01,MN4610,MN46
MNG04601,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4601,,Dalanzadgad,MNG04601,,Dalanzadgad,2020-10-19,2020-01-01,MN4601,MN46
MNG04613,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4613,,Gurvantes,MNG04613,,Gurvantes,2020-10-19,2020-01-01,MN4613,MN46
MNG04631,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4631,,Xanbogd,MNG04631,,Khanbogd,2020-10-19,2020-01-01,MN4631,MN46
MNG04634,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4634,,Xanxongor,MNG04634,,Khankhongor,2020-10-19,2020-01-01,MN4634,MN46
MNG04637,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4637,,Xu'rmen,MNG04637,,Khürmen,2020-10-19,2020-01-01,MN4637,MN46
MNG04616,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4616,,Mandal-Ovoo,MNG04616,,Mandal-Ovoo,2020-10-19,2020-01-01,MN4616,MN46
MNG04619,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4619,,Manlai,MNG04619,,Manlai,2020-10-19,2020-01-01,MN4619,MN46
MNG04625,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4625,,Nomgon,MNG04625,,Nomgon,2020-10-19,2020-01-01,MN4625,MN46
MNG04622,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4622,,Noyon,MNG04622,,Noёn,2020-10-19,2020-01-01,MN4622,MN46
MNG04628,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4628,,Sevrei,MNG04628,,Sevrei,2020-10-19,2020-01-01,MN4628,MN46
MNG04640,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4640,,Cogt-Ovoo,MNG04640,,Tsogt-Ovoo,2020-10-19,2020-01-01,MN4640,MN46
MNG04643,MN,,,0,0,0,MNG,,,,,,MN46,,Omnogovi,MNG046,,Ömnögovi,,,,,,MN4643,,Cogt-Cecii,MNG04643,,Tsogttsetsii,2020-10-19,2020-01-01,MN4643,MN46
MNG06101,MN,,,0,0,0,MNG,,,,,,MN61,,Orkhon,MNG061,,Orkhon,,,,,,MN6101,,Bayan-O'ndor,MNG06101,,Bayan-Öndör,2020-10-19,2020-01-01,MN6101,MN61
MNG06104,MN,,,0,0,0,MNG,,,,,,MN61,,Orkhon,MNG061,,Orkhon,,,,,,MN6104,,Jargalant,MNG06104,,Jargalant,2020-10-19,2020-01-01,MN6104,MN61
MNG06201,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6201,,Arvaixeer,MNG06201,,Arvaikheer,2020-10-19,2020-01-01,MN6201,MN62
MNG06204,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6204,,Baruunbayan-Ulaan,MNG06204,,Baruunbayan-Ulaan,2020-10-19,2020-01-01,MN6204,MN62
MNG06207,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6207,,Bat-O'lzii,MNG06207,,Bat-Ölzii,2020-10-19,2020-01-01,MN6207,MN62
MNG06213,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6213,,Bayan-O'ndor,MNG06213,,Bayan-Öndör,2020-10-19,2020-01-01,MN6213,MN62
MNG06210,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6210,,Bayangol,MNG06210,,Bayangol,2020-10-19,2020-01-01,MN6210,MN62
MNG06216,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6216,,Bogd,MNG06216,,Bogd,2020-10-19,2020-01-01,MN6216,MN62
MNG06219,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6219,,Bu'rd,MNG06219,,Bürd,2020-10-19,2020-01-01,MN6219,MN62
MNG06222,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6222,,Guchin-Us,MNG06222,,Guchin-Us,2020-10-19,2020-01-01,MN6222,MN62
MNG06249,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6249,,Xairxandulaan,MNG06249,,Khairkhandulaan,2020-10-19,2020-01-01,MN6249,MN62
MNG06252,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6252,,Xarxorin,MNG06252,,Kharkhorin,2020-10-19,2020-01-01,MN6252,MN62
MNG06255,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6255,,Xujirt,MNG06255,,Khujirt,2020-10-19,2020-01-01,MN6255,MN62
MNG06231,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6231,,Nariinteel,MNG06231,,Nariinteel,2020-10-19,2020-01-01,MN6231,MN62
MNG06234,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6234,,O'lziit,MNG06234,,Ölziit,2020-10-19,2020-01-01,MN6234,MN62
MNG06237,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6237,,Sant,MNG06237,,Sant,2020-10-19,2020-01-01,MN6237,MN62
MNG06240,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6240,,Taragt,MNG06240,,Taragt,2020-10-19,2020-01-01,MN6240,MN62
MNG06243,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6243,,To'grog,MNG06243,,Tögrög,2020-10-19,2020-01-01,MN6243,MN62
MNG06246,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6246,,Uyanga,MNG06246,,Uyanga,2020-10-19,2020-01-01,MN6246,MN62
MNG06225,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,,MN62001,,MNG06225,,Yesönzüil,2020-10-19,2020-01-01,MN62001,MN62
MNG06228,MN,,,0,0,0,MNG,,,,,,MN62,,Ovorkhangai,MNG062,,Övörkhangai,,,,,,MN6228,,Zu'unbayan-Ulaan,MNG06228,,Züünbayan-Ulaan,2020-10-19,2020-01-01,MN6228,MN62
MNG04304,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4304,,Altanbulag,MNG04304,,Altanbulag,2020-10-19,2020-01-01,MN4304,MN43
MNG04307,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4307,,Baruunbu'ren,MNG04307,,Baruunbüren,2020-10-19,2020-01-01,MN4307,MN43
MNG04310,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4310,,Bayangol,MNG04310,,Bayangol,2020-10-19,2020-01-01,MN4310,MN43
MNG04316,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4316,,Javxlant,MNG04316,,Javkhlant,2020-10-19,2020-01-01,MN4316,MN43
MNG04340,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4340,,Xu'der,MNG04340,,Khüder,2020-10-19,2020-01-01,MN4340,MN43
MNG04343,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4343,,Xushaat,MNG04343,,Khushaat,2020-10-19,2020-01-01,MN4343,MN43
MNG04322,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4322,,Mandal,MNG04322,,Mandal,2020-10-19,2020-01-01,MN4322,MN43
MNG04325,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4325,,Orxon,MNG04325,,Orkhon,2020-10-19,2020-01-01,MN4325,MN43
MNG04328,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4328,,Orxontuul,MNG04328,,Orkhontuul,2020-10-19,2020-01-01,MN4328,MN43
MNG04331,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4331,,Saixan,MNG04331,,Saikhan,2020-10-19,2020-01-01,MN4331,MN43
MNG04334,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4334,,Sant,MNG04334,,Sant,2020-10-19,2020-01-01,MN4334,MN43
MNG04349,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4349,,Shaamar,MNG04349,,Shaamar,2020-10-19,2020-01-01,MN4349,MN43
MNG04301,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4301,,Su'xbaatar,MNG04301,,Sükhbaatar,2020-10-19,2020-01-01,MN4301,MN43
MNG04346,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4346,,Cagaannuur,MNG04346,,Tsagaannuur,2020-10-19,2020-01-01,MN4346,MN43
MNG04337,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4337,,Tu'shig,MNG04337,,Tüshig,2020-10-19,2020-01-01,MN4337,MN43
MNG04313,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4313,,Yero'o,MNG04313,,Yeröö,2020-10-19,2020-01-01,MN4313,MN43
MNG04319,MN,,,0,0,0,MNG,,,,,,MN43,,Selenge,MNG043,,Selenge,,,,,,MN4319,,Zu'unburen,MNG04319,,Züünbüren,2020-10-19,2020-01-01,MN4319,MN43
MNG02204,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2204,,Asgat,MNG02204,,Asgat,2020-10-19,2020-01-01,MN2204,MN22
MNG02201,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2201,,Baruun-Urt,MNG02201,,Baruun-Urt,2020-10-19,2020-01-01,MN2201,MN22
MNG02207,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2207,,Bayandelger,MNG02207,,Bayandelger,2020-10-19,2020-01-01,MN2207,MN22
MNG02210,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2210,,Dariganga,MNG02210,,Dariganga,2020-10-19,2020-01-01,MN2210,MN22
MNG02237,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2237,,Erdenecagaan,MNG02237,,Erdenetsagaan,2020-10-19,2020-01-01,MN2237,MN22
MNG02234,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2234,,Xalzan,MNG02234,,Khalzan,2020-10-19,2020-01-01,MN2234,MN22
MNG02213,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2213,,Mo'nxxaan,MNG02213,,Mönkhkhaan,2020-10-19,2020-01-01,MN2213,MN22
MNG02216,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2216,,Naran,MNG02216,,Naran,2020-10-19,2020-01-01,MN2216,MN22
MNG02219,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2219,,Ongon,MNG02219,,Ongon,2020-10-19,2020-01-01,MN2219,MN22
MNG02222,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2222,,Su'xbaatar,MNG02222,,Sükhbaatar,2020-10-19,2020-01-01,MN2222,MN22
MNG02228,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2228,,Tu'mencogt,MNG02228,,Tümentsogt,2020-10-19,2020-01-01,MN2228,MN22
MNG02225,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2225,,Tu'vshinshiree,MNG02225,,Tüvshinshiree,2020-10-19,2020-01-01,MN2225,MN22
MNG02231,MN,,,0,0,0,MNG,,,,,,MN22,,Sukhbaatar,MNG022,,Sükhbaatar,,,,,,MN2231,,Uulbayan,MNG02231,,Uulbayan,2020-10-19,2020-01-01,MN2231,MN22
MNG04104,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4104,,Altanbulag,MNG04104,,Altanbulag,2020-10-19,2020-01-01,MN4104,MN41
MNG04107,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4107,,Argalant,MNG04107,,Argalant,2020-10-19,2020-01-01,MN4107,MN41
MNG04110,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4110,,Arxust,MNG04110,,Arkhust,2020-10-19,2020-01-01,MN4110,MN41
MNG04113,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4113,,Batsu'mber,MNG04113,,Batsümber,2020-10-19,2020-01-01,MN4113,MN41
MNG04116,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4116,,Bayan,MNG04116,,Bayan,2020-10-19,2020-01-01,MN4116,MN41
MNG04125,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4125,,Bayan-O'njuul,MNG04125,,Bayan-Önjüül,2020-10-19,2020-01-01,MN4125,MN41
MNG04137,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4137,,Bayanchandmani,MNG04137,,Bayanchandmani,2020-10-19,2020-01-01,MN4137,MN41
MNG04119,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4119,,Bayandelger,MNG04119,,Bayandelger,2020-10-19,2020-01-01,MN4119,MN41
MNG04122,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4122,,Bayanjargalan,MNG04122,,Bayanjargalant,2020-10-19,2020-01-01,MN4122,MN41
MNG04128,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4128,,Bayanxangai,MNG04128,,Bayankhangai,2020-10-19,2020-01-01,MN4128,MN41
MNG04131,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4131,,Bayancagaan,MNG04131,,Bayantsagaan,2020-10-19,2020-01-01,MN4131,MN41
MNG04134,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4134,,Bayancogt,MNG04134,,Bayantsogt,2020-10-19,2020-01-01,MN4134,MN41
MNG04140,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4140,,Bornuur,MNG04140,,Bornuur,2020-10-19,2020-01-01,MN4140,MN41
MNG04143,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4143,,Bu'ren,MNG04143,,Büren,2020-10-19,2020-01-01,MN4143,MN41
MNG04146,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4146,,Delgerxaan,MNG04146,,Delgerkhaan,2020-10-19,2020-01-01,MN4146,MN41
MNG04176,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4176,,Erdene,MNG04176,,Erdene,2020-10-19,2020-01-01,MN4176,MN41
MNG04179,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4179,,Erdenesant,MNG04179,,Erdenesant,2020-10-19,2020-01-01,MN4179,MN41
MNG04149,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4149,,Jargalant,MNG04149,,Jargalant,2020-10-19,2020-01-01,MN4149,MN41
MNG04155,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4155,,Lu'n,MNG04155,,Lün,2020-10-19,2020-01-01,MN4155,MN41
MNG04158,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4158,,Mo'ngonmorit,MNG04158,,Möngönmorit,2020-10-19,2020-01-01,MN4158,MN41
MNG04161,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4161,,O'ndorshireet,MNG04161,,Öndörshireet,2020-10-19,2020-01-01,MN4161,MN41
MNG04167,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4167,,Sergelen,MNG04167,,Sergelen,2020-10-19,2020-01-01,MN4167,MN41
MNG04164,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4164,,Su'mber,MNG04164,,Sümber,2020-10-19,2020-01-01,MN4164,MN41
MNG04173,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4173,,Ceel,MNG04173,,Tseel,2020-10-19,2020-01-01,MN4173,MN41
MNG04170,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4170,,Ugtaalcaidam,MNG04170,,Ugtaal,2020-10-19,2020-01-01,MN4170,MN41
MNG04152,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4152,,Zaamar,MNG04152,,Zaamar,2020-10-19,2020-01-01,MN4152,MN41
MNG04101,MN,,,0,0,0,MNG,,,,,,MN41,,To'v,MNG041,,Töv,,,,,,MN4101,,Zuunmod,MNG04101,,Zuunmod,2020-10-19,2020-01-01,MN4101,MN41
MNG01104,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1104,,Bagaxangai,MNG01104,,Bagakhangai,2020-10-19,2020-01-01,MN1104,MN11
MNG01101,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1101,,Baganuur,MNG01101,,Baganuur,2020-10-19,2020-01-01,MN1101,MN11
MNG01107,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1107,,Bayangol,MNG01107,,Bayangol,2020-10-19,2020-01-01,MN1107,MN11
MNG01110,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1110,,Bayanzu'rx,MNG01110,,Bayanzürkh,2020-10-19,2020-01-01,MN1110,MN11
MNG01125,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1125,,Chingeltei,MNG01125,,Chingeltei,2020-10-19,2020-01-01,MN1125,MN11
MNG01122,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1122,,Xan-Uul,MNG01122,,Khan-Uul,2020-10-19,2020-01-01,MN1122,MN11
MNG01113,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1113,,Nalaix,MNG01113,,Nalaikh,2020-10-19,2020-01-01,MN1113,MN11
MNG01116,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1116,,Songinoxairxan,MNG01116,,Songinokhairkhan,2020-10-19,2020-01-01,MN1116,MN11
MNG01119,MN,,,0,0,0,MNG,,,,,,MN11,,Ulaanbaatar,MNG011,,Ulaanbaatar,,,,,,MN1119,,Su'xbaatar,MNG01119,,Sükhbaatar,2020-10-19,2020-01-01,MN1119,MN11
MNG08504,MN,,,0,0,0,MNG,,,,,,MN85,,Uvs,MNG085,,Uvs,,,,,,MN8504,,Baruunturuun,MNG08504,,Baruunturuun,2020-10-19,2020-01-01,MN8504,MN85
MNG08507,MN,,,0,0,0,MNG,,,,,,MN85,,Uvs,MNG085,,Uvs,,,,,,MN8507,,Bo'xmoron,MNG08507,,Bökhmörön,2020-10-19,2020-01-01,MN8507,MN85
