,Drought,Eviction,Conflict,Flood,Other
0,0.672120830711139,0.01762114537444934,0.2577092511013216,0.037444933920704845,0.015103838892385148
1,0.8845185651353052,0.016362492133417242,0.0881057268722467,0.009125235997482694,0.0018879798615481435
2,0.960352422907489,0.0022026431718061676,0.029893014474512272,0.007551919446192574,0.0
3,0.9685336689741976,0.0012586532410320957,0.024229074889867842,0.005978602894902455,0.0
4,0.9874134675896791,0.0,0.012271869100062933,0.00031466331025802394,0.0
